phase_type,duration,distance,energy_start,energy_end,energy_consumed,battery_start,battery_end,battery_delta,rho,tau,planning_time,start_time,end_time
traveling,9.89999999999998,19,0,327.96428336317,327.96428336317,100,99.6952558806043,-0.30474411939565,10,,,1,100
planning,0.2,0,327.96428336317,333.614041794095,5.64975843092549,99.6952558806043,99.6900175431318,-0.00523833747251956,,,0.162182308193243,100,102
dwelling,6.49999999999999,0,333.614041794095,488.185429074536,154.57138728044,99.6900175431318,99.546974008953,-0.143043534178844,,6.45555550839485,,102,167
planning,0.3,0,488.185429074536,495.831498303532,7.6460692289964,99.546974008953,99.5398927637227,-0.00708124523023912,,,0.234779913372406,167,170
traveling,9.19999999999998,25.0798724079689,495.831498303532,777.896976063995,282.065477760463,99.5398927637227,99.2780125616758,-0.261880202046925,9.38658131348127,,,170,262
planning,0.4,0,777.896976063995,787.631352784717,9.73437672072157,99.2780125616758,99.2690004613646,-0.00901210031121025,,,0.335356839962797,262,266
dwelling,10.3,0,787.631352784717,1006.96062489835,219.32927211363,99.2690004613646,99.0662011140335,-0.202799347331123,,10.2727272718624,,266,369
planning,0.6,0,1006.96062489835,1020.7714437971,13.8108188987525,99.0662011140335,99.0534208990237,-0.0127802150097551,,,0.589507484695059,369,375
traveling,5.2,9,1020.7714437971,1164.02586826467,143.254424467568,99.0534208990237,98.920580898286,-0.132840000737716,5.2892448163159,,,375,427
planning,0.7,0,1164.02586826467,1181.15465463954,17.1287863748694,98.920580898286,98.9047187850348,-0.0158621132512025,,,0.676122303863752,427,434
dwelling,5.4,0,1181.15465463954,1298.86199841226,117.707343772721,98.9047187850348,98.7958399726751,-0.108878812359691,,5.36666666309122,,434,488
planning,0.6,0,1298.86199841226,1314.1091351802,15.2471367679464,98.7958399726751,98.7817135624096,-0.0141264102655612,,,0.582249164527227,488,494
traveling,5.3,9,1314.1091351802,1469.90226652718,155.793131346981,98.7817135624096,98.6371051784971,-0.14460838391247,5.46815996378148,,,494,547
planning,0.9,0,1469.90226652718,1492.70577814725,22.8035116200647,98.6371051784971,98.6159765528196,-0.0211286256775338,,,0.82172118496131,547,556
dwelling,5.2,0,1492.70577814725,1616.41498287776,123.709204730513,98.6159765528196,98.5014255987853,-0.114550954034286,,5.17272727128255,,556,608
planning,0.1,0,1616.41498287776,1619.29854405422,2.8835611764564,98.5014255987853,98.4987495098044,-0.00267608898090543,,,0.0834828136026227,608,609
traveling,8.19999999999999,21.4709105535839,1619.29854405422,1888.32789033399,269.029346279769,98.4987495098044,98.2486043313608,-0.250145178443617,8.39965240090849,,,609,691
planning,0.9,0,1888.32789033399,1911.53588666508,23.2079963310944,98.2486043313608,98.2270917533597,-0.0215125780010084,,,0.8984861378343,691,700
dwelling,13.1,0,1911.53588666508,2180.04081424394,268.504927578861,98.2270917533597,97.97875512633,-0.24833662702973,,13.0411764572575,,700,831
planning,0.3,0,2180.04081424394,2187.15600599705,7.11519175310832,97.97875512633,97.9721647148023,-0.00659041152773909,,,0.266178838907639,831,834
traveling,8.39999999999999,21.4709105535839,2187.15600599705,2402.37564793026,215.219641933206,97.9721647148023,97.7726335207678,-0.199531194034492,8.53000967209918,,,834,918
planning,0.2,0,2402.37564793026,2406.89407871905,4.5184307887971,97.7726335207678,97.7684499027245,-0.00418361804329948,,,0.105920416732765,918,920
dwelling,10.9,0,2406.89407871905,2656.71618581332,249.822107094263,97.7684499027245,97.5370772253458,-0.231372677378658,,10.8545454538283,,920,1029
planning,0.9,0,2656.71618581332,2681.64658409952,24.9303982862061,97.5370772253458,97.5139386301834,-0.0231385951624645,,,0.89900489890614,1029,1038
traveling,5.2,9,2681.64658409952,2853.9269492102,172.280365110676,97.5139386301834,97.3536352556412,-0.160303374542181,5.33780258023599,,,1038,1090
planning,0.2,0,2853.9269492102,2859.47276369584,5.54581448563613,97.3536352556412,97.3484874356821,-0.00514781995909175,,,0.19324533046887,1090,1092
dwelling,6.39999999999999,0,2859.47276369584,3016.31593356472,156.843169868889,97.3484874356821,97.2030983518829,-0.145389083799216,,6.35555552628358,,1092,1156
planning,0.9,0,3016.31593356472,3041.6670593854,25.3511258206809,97.2030983518829,97.1795596399357,-0.0235387119471966,,,0.836722781749717,1156,1165
traveling,5.3,9,3041.6670593854,3207.98171520304,166.314655817636,97.1795596399357,97.024904261354,-0.154655378581651,5.46816035836178,,,1165,1218
planning,0.8,0,3207.98171520304,3229.67753770175,21.6958224987075,97.024904261354,97.0047666862064,-0.0201375751476149,,,0.749018467641946,1218,1226
dwelling,5.6,0,3229.67753770175,3382.03231525382,152.354777552074,97.0047666862064,96.8633322651225,-0.141434421083943,,5.56363635787171,,1226,1282
planning,0.7,0,3382.03231525382,3405.37966403796,23.3473487841338,96.8633322651225,96.8415995280839,-0.0217327370385476,,,0.673225986452258,1282,1289
traveling,9.09999999999998,25.0798724079689,3405.37966403796,3753.08102975037,347.701365712413,96.8415995280839,96.5171846315474,-0.324414896536567,9.21724540924745,,,1289,1380
planning,0.2,0,3753.08102975037,3759.2725641068,6.19153435642875,96.5171846315474,96.5114262025809,-0.00575842896648737,,,0.109334239524346,1380,1382
dwelling,13.2,0,3759.2725641068,4070.6138134906,311.341249383799,96.5114262025809,96.2227554438538,-0.288670758727037,,13.177777764688,,1382,1514
planning,0.1,0,4070.6138134906,4073.08635823255,2.47254474195097,96.2227554438538,96.2204617666787,-0.00229367717513185,,,0.0487385927822667,1514,1515
traveling,9.19999999999998,25.0798724079689,4073.08635823255,4357.04474379625,283.958385563699,96.2204617666787,95.9562714797994,-0.264190286879284,9.39616051715147,,,1515,1607
planning,1,0,4357.04474379625,4381.03555985202,23.9908160557679,95.9562714797994,95.934019422236,-0.0222520575633922,,,0.911067053397794,1607,1617
dwelling,10.4,0,4381.03555985202,4617.04495325173,236.009393399713,95.934019422236,95.7152194430083,-0.218799979227725,,10.381818181709,,1617,1721
planning,1,0,4617.04495325173,4644.35840786791,27.31345461618,95.7152194430083,95.6898443316639,-0.0253751113444167,,,0.901208092653143,1721,1731
traveling,8.39999999999999,21.4709105535839,4644.35840786791,4905.71708811078,261.358680242868,95.6898443316639,95.4465729417784,-0.243271389885521,8.48145209902225,,,1731,1815
planning,0.5,0,4905.71708811078,4917.46713985368,11.7500517429044,95.4465729417784,95.4356732799788,-0.0108996617995416,,,0.440943276524324,1815,1820
dwelling,16.8,0,4917.46713985368,5301.96921332819,384.502073474513,95.4356732799788,95.0790426718045,-0.356630608174299,,16.7058823409672,,1820,1988
planning,0.3,0,5301.96921332819,5310.80327247185,8.83405914365449,95.0790426718045,95.070824373921,-0.00821829788348793,,,0.276345316298223,1988,1991
traveling,8.39999999999999,21.4709105535839,5310.80327247185,5629.34824592643,318.544973454582,95.070824373921,94.7732600061021,-0.297564367818964,8.5300096721,,,1991,2075
planning,0.6,0,5629.34824592643,5647.01051464836,17.6622687219269,94.7732600061021,94.7568254693802,-0.0164345367218317,,,0.599879095832857,2075,2081
dwelling,11.7,0,5647.01051464836,5944.44885124912,297.438336600759,94.7568254693802,94.4805270793733,-0.276298390006886,,11.690909091343,,2081,2198
planning,0.9,0,5944.44885124912,5969.06365720573,24.6148059566103,94.4805270793733,94.4576398186764,-0.0228872606969901,,,0.827142322836315,2198,2207
traveling,5.2,9,5969.06365720573,6121.54976189843,152.486104692699,94.4576398186764,94.3157215127128,-0.141918305963543,5.33780174498168,,,2207,2259
planning,0.7,0,6121.54976189843,6139.8829263673,18.3331644688724,94.3157215127128,94.2986819686306,-0.0170395440822091,,,0.600838938434792,2259,2266
dwelling,11.4,0,6139.8829263673,6398.86645241913,258.983526051834,94.2986819686306,94.0583202652754,-0.240361703355177,,11.3888888281581,,2266,2380
planning,0.3,0,6398.86645241913,6406.53602974886,7.66957732972605,94.0583202652754,94.0511926232899,-0.00712764198556215,,,0.218994117711834,2380,2383
traveling,5.3,9,6406.53602974886,6561.70287939836,155.166849649499,94.0511926232899,93.9067348268728,-0.144457796417072,5.46815996378289,,,2383,2436
planning,0.2,0,6561.70287939836,6566.79809840775,5.09521900939217,93.9067348268728,93.9019993320719,-0.00473549480092572,,,0.138120403050086,2436,2438
dwelling,7.99999999999999,0,6566.79809840775,6749.82152120267,183.023422794924,93.9019993320719,93.7320807802473,-0.169918551824594,,7.94545454437063,,2438,2518
planning,0.1,0,6749.82152120267,6752.58324585636,2.76172465368836,93.7320807802473,93.7295112848635,-0.00256949538380979,,,0.049564765578211,2518,2519
traveling,9.09999999999998,25.0798724079689,6752.58324585636,7065.45675563833,312.873509781965,93.7295112848635,93.4374860395069,-0.292025245356569,9.21724539125376,,,2519,2610
planning,0.6,0,7065.45675563833,7083.17779706478,17.7210414264528,93.4374860395069,93.4209808717132,-0.0165051677936816,,,0.542991694845257,2610,2616
dwelling,11.5,0,7083.17779706478,7366.41549410774,283.237697042963,93.4209808717132,93.1577196945561,-0.263261177157162,,11.4999999312107,,2616,2731
planning,0.2,0,7366.41549410774,7371.91221446821,5.49672036046741,93.1577196945561,93.1526037918492,-0.00511590270680529,,,0.109361209717788,2731,2733
traveling,9.19999999999998,25.0798724079689,7371.91221446821,7696.18196894379,324.26975447558,93.1526037918492,92.8496828513292,-0.302920940520067,9.39616051715181,,,2733,2825
planning,0.3,0,7696.18196894379,7704.94659167894,8.76462273514881,92.8496828513292,92.8415173500969,-0.00816550123229831,,,0.26031809566653,2825,2828
