phase_type,duration,energy_start,energy_end,energy_consumed,battery_start,battery_end,battery_delta,rho,tau,planning_time,start_time,end_time
planning,0.6,17646.8330166588,17663.2658667905,16.4328501317104,83.3270584000795+0.169061799430462i,83.3116403835962+0.169064208912666i,-0.0154180164833519+2.40948220411874e-06i,,,0.581055195701339,6519,6525
dwelling,17.7,17663.2658667905,18035.3357650411,372.0698982506,83.3116403835962+0.169064208912666i,82.9634702831427+0.169118517426232i,-0.348170100453501+5.43085135654986e-05i,,17.6914160688854,,6525,6702
planning,0.4,18035.3357650411,18045.0192101783,9.68344513724151,82.9634702831427+0.169118517426232i,82.9543948292436+0.16911994224983i,-0.00907545389912912+1.42482359763441e-06i,,,0.383397631744438,6702,6706
traveling,7.39999999999999,18045.0192101783,18257.2294967124,212.210286534118,82.9543948292436+0.16911994224983i,82.7550431036887+0.169151449851996i,-0.199351725554862+3.15076021665528e-05i,7.44765039441812,,,6706,6780
planning,0.6,18257.2294967124,18271.5180848642,14.2885881517759,82.7550431036887+0.169151449851996i,82.741651418761+0.169153560638375i,-0.0133916849277398+2.11078637857298e-06i,,,0.549777294487924,6780,6786
dwelling,17.7,18271.5180848642,18637.1619116151,365.643826750918,82.741651418761+0.169153560638375i,82.3993823503628+0.169207550473296i,-0.342269068398195+5.39898349218582e-05i,,17.6333332995361,,6786,6963
planning,0.9,18637.1619116151,18657.6910214023,20.5291097871741,82.3993823503628+0.169207550473296i,82.3801440571035+0.169210602030172i,-0.019238293259292+3.05155687524428e-06i,,,0.841904517010974,6963,6972
traveling,7.09999999999999,18657.6910214023,18837.4218810799,179.730859677613,82.3801440571035+0.169210602030172i,82.2114697990259+0.169237481229231i,-0.168674258077559+2.68791990590822e-05i,7.12396438747655,,,6972,7043
planning,0.5,18837.4218810799,18848.5505046646,11.1286235846928,82.2114697990259+0.169237481229231i,82.2010417372305+0.169239140517233i,-0.0104280617953947+1.65928800208159e-06i,,,0.409666189971862,7043,7048
dwelling,18.5,18848.5505046646,19279.1914441631,430.640939498546,82.2010417372305+0.169239140517233i,81.797211698199+0.16930373023246i,-0.40383003903149+6.45897152269093e-05i,,18.4333329399267,,7048,7233
planning,0.2,19279.1914441631,19284.8273532682,5.635909105069,81.797211698199+0.16930373023246i,81.7919143743614+0.169304584546508i,-0.00529732383763815+8.5431404819869e-07i,,,0.127477508137663,7233,7235
traveling,5.8,19284.8273532682,19457.6344973319,172.807144063645,81.7919143743614+0.169304584546508i,81.6293528556281+0.169330884096156i,-0.162561518733256+2.62995496479179e-05i,5.9968401975049,,,7235,7293
planning,0.6,19457.6344973319,19473.321457897,15.6869605651882,81.6293528556281+0.169330884096156i,81.614619450115+0.169333263668405i,-0.0147334055131694+2.37957224943908e-06i,,,0.543643698667926,7293,7299
dwelling,18,19473.321457897,19942.3314091142,469.009951217115,81.614619450115+0.169333263668405i,81.174034117405+0.169404727246336i,-0.440585332709972+7.14635779310302e-05i,,17.953334489977,,7299,7479
planning,0.2,19942.3314091142,19948.3603966581,6.02898754390844,81.174034117405+0.169404727246336i,81.1683588741503+0.169405655102782i,-0.00567524325472846+9.278564451487e-07i,,,0.101630427286268,7479,7481
traveling,7.49999999999999,19948.3603966581,20223.498939354,275.138542695946,81.1683588741503+0.169405655102782i,80.9084584004128+0.169448544694419i,-0.259900473737503+4.28895916378402e-05i,7.4579028621241,,,7481,7556
planning,0.4,20223.498939354,20235.4590137739,11.9600744198506,80.9084584004128+0.169448544694419i,80.8971983735885+0.169450394410536i,-0.011260026824246+1.849716117025e-06i,,,0.362719947578836,7556,7560
dwelling,18.1,20235.4590137739,20646.6446755545,411.185661780662,80.8971983735885+0.169450394410536i,80.5112496951133+0.169513613445505i,-0.385948678475202+6.32190349681427e-05i,,18.0333330823844,,7560,7741
planning,1,20646.6446755545,20673.9884326492,27.343757094648,80.5112496951133+0.169513613445505i,80.4855261630088+0.169517860398527i,-0.0257235321045215+4.24695302281286e-06i,,,0.987965500574203,7741,7751
traveling,7.09999999999999,20673.9884326492,20889.6083887542,215.619956104983,80.4855261630088+0.169517860398527i,80.2823363013325+0.169551585211087i,-0.203189861676265+3.37248125599487e-05i,7.181717508281,,,7751,7822
planning,0.5,20889.6083887542,20903.1642941583,13.5559054041478,80.2823363013325+0.169551585211087i,80.2695822657196+0.169553698842219i,-0.0127540356129572+2.11363113131191e-06i,,,0.486477074523082,7822,7827
dwelling,18.6,20903.1642941583,21340.5959165682,437.431622409844,80.2695822657196+0.169553698842219i,79.858608975114+0.169621837770624i,-0.410973290605583+6.81389284058198e-05i,,18.5999998488458,,7827,8013
planning,0.1,21340.5959165682,21343.1355624743,2.5396459061958,79.858608975114+0.169621837770624i,79.8562204396371+0.16962223590348i,-0.00238853547683959+3.98132855405908e-07i,,,0.0379939831077657,8013,8014
traveling,5.8,21343.1355624743,21490.9162083077,147.780645833322,79.8562204396371+0.16962223590348i,79.7172087776165+0.169645440462951i,-0.139011662020593+2.3204559471468e-05i,5.98091411732265,,,8014,8072
planning,0.6,21490.9162083077,21506.3736446254,15.4574363177599,79.7172087776165+0.169645440462951i,79.702666538685+0.169647871457418i,-0.0145422389315257+2.43099446670114e-06i,,,0.559062099582626,8072,8078
dwelling,18.1,21506.3736446254,21939.2818038947,432.908159269278,79.702666538685+0.169647871457418i,79.2956389477617+0.169716046736809i,-0.407027590923292+6.81752793914026e-05i,,18.0740554824638,,8078,8259
planning,0.1,21939.2818038947,21941.7612961721,2.47949227741265,79.2956389477617+0.169716046736809i,79.2933063274106+0.169716439102816i,-0.0023326203510976+3.92366006823908e-07i,,,0.0646882458350392,8259,8260
traveling,7.49999999999999,21941.7612961721,22160.8887218207,219.127425648549,79.2933063274106+0.169716439102816i,79.0866837781746+0.169751411463282i,-0.206622549236045+3.49723604656238e-05i,7.4579028621241,,,8260,8335
planning,0.6,22160.8887218207,22176.4202050775,15.5314832568729,79.0866837781746+0.169751411463282i,79.0720619187313+0.169753882357414i,-0.0146218594432952+2.47089413238366e-06i,,,0.535079022633712,8335,8341
dwelling,17.9,22176.4202050775,22575.4984061661,399.078201088509,79.0720619187313+0.169753882357414i,78.6968831403322+0.169817282738851i,-0.375178778399103+6.3400381436346e-05i,,17.833333084778,,8341,8520
planning,0.7,22575.4984061661,22594.0958622362,18.5974560701034,78.6968831403322+0.169817282738851i,78.6793625778318+0.169820264541843i,-0.0175205625003514+2.98180299218576e-06i,,,0.653687397438151,8520,8527
traveling,7.09999999999999,22594.0958622362,22807.7907422586,213.694880022442,78.6793625778318+0.169820264541843i,78.4776228384294+0.169854797925568i,-0.201739739402441+3.45333837255546e-05i,7.14046703292807,,,8527,8598
planning,0.7,22807.7907422586,22826.1110446083,18.3203023496681,78.4776228384294+0.169854797925568i,78.4603626890893+0.169857744819564i,-0.0172601493401032+2.94689399590875e-06i,,,0.605301384135523,8598,8605
dwelling,18.3,22826.1110446083,23236.5896094141,410.478564805882,78.4603626890893+0.169857744819564i,78.0742019472774+0.169923667361009i,-0.386160741811864+6.59225414447739e-05i,,18.2999993104342,,8605,8788
planning,0.4,23236.5896094141,23245.6675948711,9.07798545698097,78.0742019472774+0.169923667361009i,78.0656593704888+0.169925130516327i,-0.00854257678865622+1.46315531809882e-06i,,,0.305583696356293,8788,8792
traveling,5.9,23245.6675948711,23394.4923212682,148.824726397044,78.0656593704888+0.169925130516327i,77.9254306033132+0.169949236288286i,-0.140228767175529+2.41057719585214e-05i,6.02554142753316,,,8792,8851
planning,0.3,23394.4923212682,23402.7940174536,8.30169618546279,77.9254306033132+0.169949236288286i,77.917599640274+0.169950586870385i,-0.00783096303921127+1.35058209968508e-06i,,,0.201601978537791,8851,8854
dwelling,18.4,23402.7940174536,23823.3231339322,420.529116478534,77.917599640274+0.169950586870385i,77.5216989493971+0.170018780651977i,-0.395900690876886+6.81937815915079e-05i,,18.3527731674195,,8854,9038
planning,0.1,23823.3231339322,23826.1012262167,2.77809228448677,77.5216989493971+0.170018780651977i,77.5190771840278+0.170019235692199i,-0.00262176536934078+4.55040222502312e-07i,,,0.043112797245717,9038,9039
traveling,7.49999999999999,23826.1012262167,24094.8336094836,268.732383266957,77.5190771840278+0.170019235692199i,77.2643785910015+0.170063904863058i,-0.254698593026262+4.4669170858852e-05i,7.47348998236373,,,9039,9114
planning,0.2,24094.8336094836,24101.0337494267,6.20013994304827,77.2643785910015+0.170063904863058i,77.258517143832+0.17006492928502i,-0.00586144716956483+1.02442196181496e-06i,,,0.11829697320037,9114,9116
dwelling,18.4,24101.0337494267,24632.0561402031,531.022390776398,77.258517143832+0.17006492928502i,76.7568602005514+0.170152767824954i,-0.501656943280537+8.78385399344372e-05i,,18.3333332791091,,9116,9300
planning,0.4,24632.0561402031,24645.429676452,13.3735362488951,76.7568602005514+0.170152767824954i,76.7441963527356+0.170155003221991i,-0.0126638478158867+2.23539703675391e-06i,,,0.318257531981343,9300,9304
traveling,6.99999999999999,24645.429676452,24903.4930270942,258.063350642264,76.7441963527356+0.170155003221991i,76.4993305656945+0.170198476985519i,-0.244865787041078+4.34737635273685e-05i,7.1150990510517,,,9304,9374
planning,0.3,24903.4930270942,24912.2510343078,8.75800721354608,76.4993305656945+0.170198476985519i,76.491051302939+0.170199938130299i,-0.00827926275550794+1.46114478016823e-06i,,,0.205912832934365,9374,9377
dwelling,18.7,24912.2510343078,25349.2738693005,437.022834992687,76.491051302939+0.170199938130299i,76.078918839851+0.170272505344504i,-0.412132463087929+7.25672142048717e-05i,,18.6333333087008,,9377,9564
planning,0.2,25349.2738693005,25354.3565759704,5.08270666993485,76.078918839851+0.170272505344504i,76.0741202006515+0.170273354381053i,-0.00479863919949253+8.49036549455118e-07i,,,0.168004405744126,9564,9566
traveling,5.8,25354.3565759704,25516.9898866303,162.633310659883,76.0741202006515+0.170273354381053i,75.9203635441863+0.17030066180663i,-0.15375665646522+2.73074255767447e-05i,5.98440204465577,,,9566,9624
planning,0.8,25516.9898866303,25538.6610197219,21.6711330915969,75.9203635441863+0.17030066180663i,75.8998843412209+0.170304299495527i,-0.0204792029654044+3.63768889680149e-06i,,,0.727238784481156,9624,9632
dwelling,17.8,25538.6610197219,25944.4222806101,405.761260888237,75.8998843412209+0.170304299495527i,75.517099204378+0.170372221398118i,-0.382785136842884+6.79219025914446e-05i,,17.7653279814472,,9632,9810
planning,0.8,25944.4222806101,25966.8930967848,22.4708161747112,75.517099204378+0.170372221398118i,75.4958454360689+0.170376021750843i,-0.0212537683091085+3.800352724459e-06i,,,0.717123518250108,9810,9818
traveling,7.59999999999999,25966.8930967848,26203.757991377,236.864894592149,75.4958454360689+0.170376021750843i,75.2714152946286+0.17041635378027i,-0.224430141440337+4.03320294275478e-05i,7.58423788185461,,,9818,9894
planning,0.1,26203.757991377,26206.2258381819,2.46784680497512,75.2714152946286+0.17041635378027i,75.2690841945081+0.170416770641658i,-0.00233110012051441+4.16861387603218e-07i,,,0.0597368357434196,9894,9895
dwelling,18.6,26206.2258381819,26555.9129171175,349.687078935563,75.2690841945081+0.170416770641658i,74.9395878820665+0.170475513267861i,-0.329496312441563+5.87426262037005e-05i,,18.5333330880392,,9895,10081
planning,0.8,26555.9129171175,26571.0884946782,15.1755775606907,74.9395878820665+0.170475513267861i,74.925285223829+0.170478069392007i,-0.0143026582375114+2.55612414520878e-06i,,,0.725905638244151,10081,10089
traveling,7.09999999999999,26571.0884946782,26781.3591424587,210.270647780533,74.925285223829+0.170478069392007i,74.7260082558718+0.170514129900584i,-0.199276967957161+3.60605085772403e-05i,7.21118092703832,,,10089,10160
planning,0.2,26781.3591424587,26787.0766215641,5.71747910536214,74.7260082558718+0.170514129900584i,74.7205947659179+0.170515108760836i,-0.00541348995396618+9.78860252159874e-07i,,,0.120633542942629,10160,10162
dwelling,19.2,26787.0766215641,27190.563812682,403.487191117947,74.7205947659179+0.170515108760836i,74.339791637685+0.170583665954854i,-0.380803128232856+6.85571940185203e-05i,,19.1333324290343,,10162,10354
planning,0.1,27190.563812682,27192.6245717747,2.06075909262654,74.339791637685+0.170583665954854i,74.337846775298+0.170584016828747i,-0.00194486238706304+3.5087389260724e-07i,,,0.0936542422847899,10354,10355
traveling,5.9,27192.6245717747,27330.9155319192,138.290960144539,74.337846775298+0.170584016828747i,74.207147140793+0.170607681837952i,-0.13069963450495+2.36650092050039e-05i,6.02926657085196,,,10355,10414
planning,0.9,27330.9155319192,27352.255941079,21.3404091598204,74.207147140793+0.170607681837952i,74.1869752822427+0.170611338333943i,-0.0201718585503272+3.65649599126661e-06i,,,0.8506099526902,10414,10423
dwelling,18.3,27352.255941079,27773.4907122077,421.234771128711,74.1869752822427+0.170611338333943i,73.7888106280038+0.17068367688291i,-0.398164654238869+7.23385489667105e-05i,,18.2012221606335,,10423,10606
planning,0.2,27773.4907122077,27778.7874928919,5.29678068413341,73.7888106280038+0.17068367688291i,73.7837953095768+0.170684593243616i,-0.00501531842702718+9.16360705927044e-07i,,,0.160703627211628,10606,10608
traveling,7.59999999999999,27778.7874928919,27984.506158691,205.718665799093,73.7837953095768+0.170684593243616i,73.588907352686+0.17072027770147i,-0.194887956890796+3.56844578541515e-05i,7.59444125623224,,,10608,10684
planning,0.4,27984.506158691,27994.5321598072,10.0260011162536,73.588907352686+0.17072027770147i,73.5794182690281+0.170722013709517i,-0.00948908365786849+1.73600804664886e-06i,,,0.387323100494084,10684,10688
dwelling,18.4,27994.5321598072,28399.0677860502,404.535626242941,73.5794182690281+0.170722013709517i,73.1970004520419+0.170791954457352i,-0.382417816986219+6.99407478353398e-05i,,18.3999982532124,,10688,10872
planning,0.2,28399.0677860502,28404.0577392427,4.98995319250025,73.1970004520419+0.170791954457352i,73.1922759994651+0.170792823003472i,-0.00472445257678089+8.68546119969782e-07i,,,0.158243999924962,10872,10874
traveling,7.09999999999999,28404.0577392427,28618.976037143,214.918297900298,73.1922759994651+0.170792823003472i,72.988183735189+0.170830613527565i,-0.20409226427617+3.77905240929732e-05i,7.14403485912256,,,10874,10945
planning,0.3,28618.976037143,28627.5853002556,8.60926311261574,72.988183735189+0.170830613527565i,72.9800165925616+0.170832124258738i,-0.00816714262739993+1.5107311732987e-06i,,,0.283421173039636,10945,10948
dwelling,18.9,28627.5853002556,29038.4418043636,410.856504108044,72.9800165925616+0.170832124258738i,72.5914075544105+0.170903727376412i,-0.388609038151031+7.16031176732079e-05i,,18.8999994106616,,10948,11137
planning,0.2,29038.4418043636,29042.7999605144,4.35815615083629,72.5914075544105+0.170903727376412i,72.5872845680798+0.170904488900216i,-0.00412298633068531+7.6152380446004e-07i,,,0.110736954351335,11137,11139
traveling,5.9,29042.7999605144,29200.6017378704,157.80177735593,72.5872845680798+0.170904488900216i,72.4376259166806+0.170932292630266i,-0.149658651399207+2.7803730049708e-05i,6.02958634537022,,,11139,11198
planning,0.1,29200.6017378704,29203.3993496285,2.79761175816384,72.4376259166806+0.170932292630266i,72.4349712811805+0.170932786714922i,-0.00265463550009315+4.94084656549321e-07i,,,0.098085997000222,11198,11199
dwelling,18.5,29203.3993496285,29620.5824911734,417.183141544832,72.4349712811805+0.170932786714922i,72.03999027345+0.171006118369838i,-0.394981007730522+7.33316549157148e-05i,,18.4477268125154,,11199,11384
planning,0.2,29620.5824911734,29625.7060666261,5.12357545268605,72.03999027345+0.171006118369838i,72.0351317260054+0.171007025102841i,-0.00485854744459857+9.06733002487004e-07i,,,0.169738667218912,11384,11386
traveling,7.49999999999999,29625.7060666261,29853.2868542581,227.580787632032,72.0351317260054+0.171007025102841i,71.8187747584042+0.171047656628876i,-0.216356967601172+4.06315260353118e-05i,7.47348998236373,,,11386,11461
planning,0.6,29853.2868542581,29867.5974192591,14.3105650010039,71.8187747584042+0.171047656628876i,71.8052121309078+0.171050190590636i,-0.0135626274964267+2.53396176042031e-06i,,,0.598433937749216,11461,11467
dwelling,18,29867.5974192591,30304.3347418582,436.737322599089,71.8052121309078+0.171050190590636i,71.3911096838352+0.171127796165471i,-0.414102447072622+7.76055748343274e-05i,,17.9333332631965,,11467,11647
planning,0.5,30304.3347418582,30317.6718942125,13.3371523543537,71.3911096838352+0.171127796165471i,71.3784471771013+0.1711301805152i,-0.0126625067339035+2.38434972935075e-06i,,,0.441463255315133,11647,11652
traveling,7.09999999999999,30317.6718942125,30544.1724258609,226.500531648362,71.3784471771013+0.1711301805152i,71.162783759646+0.171171074321797i,-0.215663417455275+4.08938065973863e-05i,7.12910054249161,,,11652,11723
planning,0.9,30544.1724258609,30566.2679355468,22.0955096858816,71.162783759646+0.171171074321797i,71.1418210926298+0.171175024830204i,-0.0209626670162635+3.95050840684696e-06i,,,0.800566276117517,11723,11732
dwelling,18.1,30566.2679355468,30949.1127761952,382.844840648395,71.1418210926298+0.171175024830204i,70.7790916158643+0.171243325627673i,-0.362729476765466+6.83007974690286e-05i,,18.0999996208387,,11732,11913
planning,0.5,30949.1127761952,30961.3923448327,12.279568637503,70.7790916158643+0.171243325627673i,70.7674367372056+0.171245532029885i,-0.0116548786587032+2.20640221149093e-06i,,,0.430980180307123,11913,11918
traveling,5.9,30961.3923448327,31107.6124140617,146.22006922901,70.7674367372056+0.171245532029885i,70.6286263025721+0.171271840697646i,-0.138810434633513+2.63086677609603e-05i,6.04595113703626,,,11918,11977
planning,0.4,31107.6124140617,31116.0277566902,8.41534262849382,70.6286263025721+0.171271840697646i,70.6206507034642+0.171273348297844i,-0.00797559910783718+1.50760019815288e-06i,,,0.310097919384805,11977,11981
dwelling,18.4,31116.0277566902,31501.9407716543,385.913014964088,70.6206507034642+0.171273348297844i,70.2548253833235+0.17134265386868i,-0.365825320140743+6.93055708365087e-05i,,18.318814465782,,11981,12165
planning,0.2,31501.9407716543,31507.1537477389,5.21297608458553,70.2548253833235+0.17134265386868i,70.2498712960115+0.171343598887738i,-0.00495408731202929+9.45019058035124e-07i,,,0.119145837309811,12165,12167
traveling,7.49999999999999,31507.1537477389,31721.3775265306,214.223778791697,70.2498712960115+0.171343598887738i,70.0459936579207+0.171382642404522i,-0.203877638090717+3.9043516783771e-05i,7.51212154883198,,,12167,12242
planning,0.1,31721.3775265306,31723.7781395853,2.40061305472409,70.0459936579207+0.171382642404522i,70.0437139123742+0.171383077508307i,-0.00227974554654509+4.35103784668378e-07i,,,0.0422473039837122,12242,12243
dwelling,18.6,31723.7781395853,32166.1072576483,442.329118063069,70.0437139123742+0.171383077508307i,69.6235962122806+0.171463444563731i,-0.420117700093641+8.03670554243574e-05i,,18.5333332461511,,12243,12429
planning,0.4,32166.1072576483,32176.7645526152,10.6572949668516,69.6235962122806+0.171463444563731i,69.6134582328947+0.171465394058007i,-0.0101379793859024+1.94949427553825e-06i,,,0.381049036221786,12429,12433
traveling,7.09999999999999,32176.7645526152,32418.581872455,241.817319839764,69.6134582328947+0.171465394058007i,69.3824951794473+0.171510224630471i,-0.230963053447383+4.48305724644882e-05i,7.13362699054685,,,12433,12504
planning,0.6,32418.581872455,32435.4006581451,16.8187856901568,69.3824951794473+0.171510224630471i,69.3664812506849+0.171513316954943i,-0.0160139287623622+3.09232447179286e-06i,,,0.552218142723081,12504,12510
dwelling,18.5,32435.4006581451,32868.9414910107,433.540832865605,69.3664812506849+0.171513316954943i,68.954459198837+0.171592739995431i,-0.412022051847941+7.94230404883856e-05i,,18.4666666547361,,12510,12695
planning,0.2,32868.9414910107,32874.1800579824,5.23856697170413,68.954459198837+0.171592739995431i,68.9494732346047+0.171593705915562i,-0.00498596423230424+9.65920130768794e-07i,,,0.17648646671082,12695,12697
traveling,5.9,32874.1800579824,33034.8404582795,160.660400297056,68.9494732346047+0.171593705915562i,68.7964695894247+0.171623404713669i,-0.153003645179965+2.96987981068808e-05i,6.0132172262616,,,12697,12756
planning,0.2,33034.8404582795,33040.3397932378,5.49933495828736,68.7964695894247+0.171623404713669i,68.7912313187703+0.171624422654022i,-0.00523827065444493+1.01794035281544e-06i,,,0.135854665527203,12756,12758
dwelling,18.4,33040.3397932378,33485.7367300819,445.396936844139,68.7912313187703+0.171624422654022i,68.3675018916134+0.171706727228897i,-0.423729427156857+8.23045748751805e-05i,,18.3267387068475,,12758,12942
planning,0.4,33485.7367300819,33497.952136437,12.2154063551352,68.3675018916134+0.171706727228897i,68.3558440863816+0.171709010815349i,-0.0116578052317635+2.28358645248949e-06i,,,0.349338545804714,12942,12946
traveling,7.49999999999999,33497.952136437,33742.6601923939,244.70805595682,68.3558440863816+0.171709010815349i,68.1220225371016+0.171754979854299i,-0.233821549280037+4.59690389498502e-05i,7.51725001863169,,,12946,13021
planning,0.6,33742.6601923939,33758.0236332396,15.3634408456928,68.1220225371016+0.171754979854299i,68.1073899820179+0.171757841170914i,-0.0146325550837361+2.86131661506039e-06i,,,0.572132724181089,13021,13027
dwelling,18,33758.0236332396,34189.190719277,431.167086037472,68.1073899820179+0.171757841170914i,67.6969453272478+0.171838181117165i,-0.41044465477006+8.03399462501742e-05i,,17.9666664721788,,13027,13207
planning,0.6,34189.190719277,34204.8360848176,15.6453655406076,67.6969453272478+0.171838181117165i,67.6820337797173+0.171841113023714i,-0.0149115475304598+2.93190654973574e-06i,,,0.53669132160604,13207,13213
traveling,7.09999999999999,34204.8360848176,34424.1212314813,219.285146663671,67.6820337797173+0.171841113023714i,67.4724776322912+0.171882583734413i,-0.209556147426156+4.14707106990708e-05i,7.14760748868684,,,13213,13284
planning,0.4,34424.1212314813,34433.9850552613,9.86382377999689,67.4724776322912+0.171882583734413i,67.4630802806494+0.171884433854905i,-0.0093973516418373+1.85012049172539e-06i,,,0.304095941331425,13284,13288
dwelling,18.7,34433.9850552613,34872.9229313998,438.937876138531,67.4630802806494+0.171884433854905i,67.0450103477251+0.171966868263361i,-0.418069932924297+8.24344084559836e-05i,,18.6999999125194,,13288,13475
planning,0.8,34872.9229313998,34894.8364224245,21.9134910246503,67.0450103477251+0.171966868263361i,67.0240961189706+0.171971017910922i,-0.0209142287544921+4.14964756087488e-06i,,,0.770902107245858,13475,13483
traveling,5.99999999999999,34894.8364224245,35058.0425530268,163.206130602266,67.0240961189706+0.171971017910922i,66.8683250685804+0.17200195434108i,-0.155771050390143+3.09364301578074e-05i,6.1071988747657,,,13483,13543
planning,0.4,35058.0425530268,35067.848214278,9.80566125123005,66.8683250685804+0.17200195434108i,66.8589772660859+0.172003807846389i,-0.00934780249455969+1.85350530890194e-06i,,,0.335317892974494,13543,13547
dwelling,18.7,35067.848214278,35462.96885341,395.120639131972,66.8589772660859+0.172003807846389i,66.4828092617521+0.172078334591382i,-0.376168004333735+7.45267449937803e-05i,,18.6556529828205,,13547,13734
planning,0.6,35462.96885341,35477.3287931224,14.3599397124563,66.4828092617521+0.172078334591382i,66.4691174149823+0.172081060744171i,-0.013691846769845+2.72615278837374e-06i,,,0.554467179896936,13734,13740
traveling,7.69999999999999,35477.3287931224,35689.2826776557,211.953884533301,66.4691174149823+0.172081060744171i,66.2666015383901+0.172121598089304i,-0.202515876592145+4.05373451330959e-05i,7.66588883385992,,,13740,13817
planning,0.3,35689.2826776557,35695.9798569026,6.69717924691213,66.2666015383901+0.172121598089304i,66.26021914469+0.172122870257441i,-0.00638239370017857+1.27216813752828e-06i,,,0.230291829073108,13817,13820
dwelling,18.8,35695.9798569026,36116.0038661291,420.024009226494,66.26021914469+0.172122870257441i,65.8598185452419+0.172202890129424i,-0.400400599448062+8.0019871982695e-05i,,18.7999998048436,,13820,14008
planning,0.3,36116.0038661291,36123.5579988685,7.5541327394094,65.8598185452419+0.172202890129424i,65.8526064878919+0.172204338794104i,-0.00721205735001718+1.44866467968741e-06i,,,0.269288258553544,14008,14011
traveling,7.19999999999999,36123.5579988685,36341.5123631067,217.954364238198,65.8526064878919+0.172204338794104i,65.6439424893278+0.172246535821715i,-0.208663998564106+4.21970276110184e-05i,7.2238609520399,,,14011,14083
planning,0.5,36341.5123631067,36354.7161101468,13.2037470400392,65.6439424893278+0.172246535821715i,65.6313261641441+0.172249079905676i,-0.0126163251836573+2.54408396074823e-06i,,,0.435971730180281,14083,14088
dwelling,19.1,36354.7161101468,36809.8030244879,455.086914341169,65.6313261641441+0.172249079905676i,65.1968878919626+0.172336720404387i,-0.434438272181524+8.76404987112944e-05i,,19.0333332017076,,14088,14279
planning,0.4,36809.8030244879,36820.5136552309,10.7106307430149,65.1968878919626+0.172336720404387i,65.1866465652131+0.172338797970448i,-0.0102413267494796+2.0775660614647e-06i,,,0.32667147030487,14279,14283
traveling,5.99999999999999,36820.5136552309,36992.2450345406,171.731379309691,65.1866465652131+0.172338797970448i,65.0222764684288+0.172372239784867i,-0.164370096784282+3.34418144189996e-05i,6.13045741961384,,,14283,14343
planning,1,36992.2450345406,37018.7412600977,26.4962255570645,65.0222764684288+0.172372239784867i,64.9969393218339+0.172377390210466i,-0.0253371465949357+5.1504255982604e-06i,,,0.995957227373343,14343,14353
dwelling,18.6,37018.7412600977,37446.1394594695,427.398199371841,64.9969393218339+0.172377390210466i,64.588785752327+0.172460321774071i,-0.408153569506908+8.29315636052819e-05i,,18.5557053846845,,14353,14539
planning,0.6,37446.1394594695,37462.1252449547,15.9857854851871,64.588785752327+0.172460321774071i,64.573490465777+0.172463448625807i,-0.0152952865499714+3.12685173639582e-06i,,,0.537209691297975,14539,14545
traveling,7.79999999999999,37462.1252449547,37713.1022870301,250.977042075319,64.573490465777+0.172463448625807i,64.3326366189276+0.17251305427309i,-0.24085384684939+4.96056472830964e-05i,7.77062814652763,,,14545,14623
planning,0.8,37713.1022870301,37734.055329754,20.9530427239806,64.3326366189276+0.17251305427309i,64.3125866967487+0.172517165302589i,-0.0200499221789698+4.11102949815501e-06i,,,0.775104214684151,14623,14631
dwelling,18.6,37734.055329754,38152.3247686978,418.269438943797,64.3125866967487+0.172517165302589i,63.9129336724469+0.172599053266244i,-0.399653024301728+8.18879636558245e-05i,,18.566666566668,,14631,14817
planning,0.3,38152.3247686978,38159.3520327947,7.0272640968833,63.9129336724469+0.172599053266244i,63.906214730136+0.172600434873721i,-0.00671894231089709+1.38160747673033e-06i,,,0.231043397535756,14817,14820
traveling,7.19999999999999,38159.3520327947,38350.4522199936,191.100187198928,63.906214730136+0.172600434873721i,63.7231674272861+0.172638253181544i,-0.183047302849928+3.78183078224847e-05i,7.29164676262576,,,14820,14892
planning,0.4,38350.4522199936,38359.7061498579,9.25392986426596,63.7231674272861+0.172638253181544i,63.7143187102278+0.172640076922869i,-0.00884871705825674+1.82374132512431e-06i,,,0.333365145999631,14892,14896
dwelling,19.5,38359.7061498579,38781.2687123226,421.562562464693,63.7143187102278+0.172640076922869i,63.3113920823268+0.172723240147347i,-0.402926627901039+8.31632244785163e-05i,,19.4333328802563,,14896,15091
planning,0.4,38781.2687123226,38792.5677417254,11.2990294027768,63.3113920823268+0.172723240147347i,63.3005564377656+0.172725497027091i,-0.0108356445611903+2.25687974378386e-06i,,,0.396969297447622,15091,15095
traveling,5.99999999999999,38792.5677417254,38973.3523784029,180.784636677476,63.3005564377656+0.172725497027091i,63.1270057072317+0.172761759321757i,-0.173550730533869+3.62622946659397e-05i,6.1648795285191,,,15095,15155
planning,0.7,38973.3523784029,38992.9524524568,19.6000740539384,63.1270057072317+0.172761759321757i,63.1082073398434+0.172765684083554i,-0.0187983673883636+3.92476179694734e-06i,,,0.634170246027047,15155,15162
dwelling,19,38992.9524524568,39452.9949884551,460.042535998276,63.1082073398434+0.172765684083554i,62.6676337512964+0.172857639598174i,-0.440573588546947+9.19555146201012e-05i,,18.9842743287188,,15162,15352
planning,0.2,39452.9949884551,39457.7610832626,4.76609480754269,62.6676337512964+0.172857639598174i,62.6630690919992+0.17285859493704i,-0.00456465929723038+9.55338865737954e-07i,,,0.143313630433885,15352,15354
