phase_type,duration,distance,energy_start,energy_end,energy_consumed,battery_start,battery_end,battery_delta,rho,tau,planning_time,start_time,end_time
planning,0.1,0,11901.5332133341,11904.2378313005,2.70461796644486,88.9058896556358,88.9033647401627,-0.00252491547310285,,,0.0671434833037513,3815,3816
traveling,8.29999999999999,27.8567765543682,11904.2378313005,12192.7205097413,288.482678440767,88.9033647401627,88.633043497861,-0.270321242301691,8.29808736123282,,,3816,3899
planning,0.2,0,12192.7205097413,12198.0173743613,5.29686461999154,88.633043497861,88.6280987118019,-0.0049447860591556,,,0.126302911708253,3899,3901
dwelling,3.8,0,12198.0173743613,12288.7102164431,90.6928420817585,88.6280987118019,88.5435289162089,-0.0845697955929694,,3.74444443426093,,3901,3939
planning,1,0,12288.7102164431,12316.7537833862,28.043566943119,88.5435289162089,88.5173289243836,-0.0261999918253508,,,0.989102908959726,3939,3949
traveling,7.69999999999999,25.0199920063936,12316.7537833862,12613.6616642533,296.907880867091,88.5173289243836,88.2385094983066,-0.278819426076993,7.69379756729122,,,3949,4026
planning,1,0,12613.6616642533,12641.9202870028,28.2586227494976,88.2385094983066,88.2120994186077,-0.0264100796989197,,,0.991681711329615,4026,4036
dwelling,3,0,12641.9202870028,12720.0620552286,78.1417682258707,88.2120994186077,88.1391384698067,-0.0729609488009544,,2.95555555544346,,4036,4066
planning,0.6,0,12720.0620552286,12738.2251606672,18.1631054385653,88.1391384698067,88.1221468371591,-0.0169916326476311,,,0.530693532471029,4066,4072
traveling,8.89999999999998,30.886890422961,12738.2251606672,13123.491572517,385.266411849792,88.1221468371591,87.7594230569243,-0.362723780234731,8.88916546278419,,,4072,4161
planning,0.4,0,13123.491572517,13136.3679510226,12.8763785056399,87.7594230569243,87.7473629614331,-0.0120600954912362,,,0.349984707285584,4161,4165
dwelling,5.6,0,13136.3679510226,13302.2425093898,165.874558367168,87.7473629614331,87.5921709513893,-0.155192010043777,,5.59999999981059,,4165,4221
planning,0.4,0,13302.2425093898,13315.6488750911,13.406365701283,87.5921709513893,87.5796051758028,-0.012565775586566,,,0.332732376624727,4221,4225
traveling,8.29999999999999,27.8567765543682,13315.6488750911,13644.1524652337,328.503590142662,87.5796051758028,87.2707480438539,-0.308857131948841,8.29808736123857,,,4225,4308
planning,0.5,0,13644.1524652337,13657.9909828764,13.8385176426709,87.2707480438539,87.2578077574915,-0.0129402863623795,,,0.487453656835097,4308,4313
dwelling,3.5,0,13657.9909828764,13743.9709678078,85.9799849314077,87.2578077574915,87.1775167462894,-0.0802910112021351,,3.43333333292356,,4313,4348
planning,0.5,0,13743.9709678078,13757.2535872975,13.2826194897134,87.1775167462894,87.1651014627642,-0.0124152835251721,,,0.447072596639212,4348,4353
traveling,7.69999999999999,25.0199920063936,13757.2535872975,13999.302935881,242.049348583441,87.1651014627642,86.9383098620165,-0.226791600747688,7.69379756730875,,,4353,4430
planning,0.5,0,13999.302935881,14011.399788595,12.096852713983,86.9383098620165,86.9270125795815,-0.0112972824350095,,,0.42200288391922,4430,4435
dwelling,3.5,0,14011.399788595,14084.6018056998,73.2020171048698,86.9270125795815,86.8587468549431,-0.0682657246384224,,3.42222221513914,,4435,4470
planning,1,0,14084.6018056998,14108.7312107081,24.129405008227,86.8587468549431,86.8362114766731,-0.0225353782700495,,,0.979230432373011,4470,4480
traveling,8.89999999999998,30.886890422961,14108.7312107081,14412.2587132466,303.527502538556,86.8362114766731,86.551366615143,-0.28484486153009,8.88916546279751,,,4480,4569
planning,0.6,0,14412.2587132466,14429.5741340551,17.3154208084834,86.551366615143,86.5351565357371,-0.0162100794058659,,,0.583655460858546,4569,4575
dwelling,5.4,0,14429.5741340551,14563.2470052069,133.672871151763,86.5351565357371,86.4102385038813,-0.124918031855771,,5.38235294123696,,4575,4629
planning,0.5,0,14563.2470052069,14577.1365290033,13.8895237964516,86.4102385038813,86.3972403651714,-0.0129981387098894,,,0.429437933144896,4629,4634
traveling,8.29999999999999,27.8567765543682,14577.1365290033,14883.3667834822,306.230254478925,86.3972403651714,86.1093893481503,-0.287851017021183,8.29808736121097,,,4634,4717
planning,0.5,0,14883.3667834822,14897.6608556886,14.2940722064122,86.1093893481503,86.0960042715852,-0.0133850765650863,,,0.467031058976358,4717,4722
