phase_type,duration,distance,energy_start,energy_end,energy_consumed,battery_start,battery_end,battery_delta,rho,tau,planning_time,start_time,end_time
traveling,9.89999999999998,19,0,326.38547616577,326.38547616577,100,99.6967350378509,-0.303264962149072,10,,,1,100
planning,0.1,0,326.38547616577,329.143260912097,2.75778474632637,99.6967350378509,99.6941788392829,-0.00255619856807243,,,0.0172099303565034,100,101
dwelling,6.59999999999999,0,329.143260912097,481.115618892988,151.972357980892,99.6941788392829,99.5535898726923,-0.140588966590556,,6.55555553107902,,101,167
planning,0.6,0,481.115618892988,496.609282408865,15.4936635158768,99.5535898726923,99.5392386093446,-0.0143512633476917,,,0.537166779797384,167,173
traveling,7.79999999999999,25.0798724079689,496.609282408865,776.733065722341,280.123783313475,99.5392386093446,99.2785200012491,-0.26071860809553,7.8221511637612,,,173,251
planning,0.1,0,776.733065722341,779.336319652555,2.60325393021401,99.2785200012491,99.2761081149957,-0.00241188625336974,,,0.0393678619499347,251,252
dwelling,10.2,0,779.336319652555,1026.47885711355,247.142537460992,99.2761081149957,99.0472941353826,-0.22881397961315,,10.1727272701689,,252,354
planning,0.7,0,1026.47885711355,1045.87198476861,19.3931276550595,99.0472941353826,99.0293109107688,-0.0179832246137153,,,0.616147196347347,354,361
traveling,4.5,9,1045.87198476861,1204.62174038305,158.749755614445,99.0293109107688,98.8815601852404,-0.147750725528468,4.40770417500848,,,361,406
planning,0.5,0,1204.62174038305,1218.24631869841,13.6245783153554,98.8815601852404,98.8689274848215,-0.0126327004189051,,,0.435833295262456,406,411
dwelling,5.4,0,1218.24631869841,1358.84613172945,140.599813031041,98.8689274848215,98.7386258203419,-0.13030166447956,,5.3333333104116,,411,465
planning,0.1,0,1358.84613172945,1361.9500988479,3.10396711844987,98.7386258203419,98.7357427691495,-0.0028830511923843,,,0.0534550778592168,465,466
traveling,4.6,9,1361.9500988479,1520.01958386991,158.069485022016,98.7357427691495,98.5886787282648,-0.1470640408847,4.55680036835106,,,466,512
planning,0.6,0,1520.01958386991,1536.17160158723,16.1520177173163,98.5886787282648,98.5737021676598,-0.0149765606049925,,,0.534367114825914,512,518
dwelling,4.8,0,1536.17160158723,1647.11220609384,110.940604506608,98.5737021676598,98.4710035982603,-0.102698569399578,,4.70909090936824,,518,566
planning,0.2,0,1647.11220609384,1652.45640155308,5.34419545924288,98.4710035982603,98.4660484541568,-0.00495514410344811,,,0.189825771409715,566,568
traveling,6.99999999999999,21.4709105535839,1652.45640155308,1877.24717124671,224.790769693629,98.4660484541568,98.2570840450484,-0.208964409108404,6.99971051949593,,,568,638
planning,0.1,0,1877.24717124671,1879.76332427953,2.51615303282347,98.2570840450484,98.2547523771599,-0.00233166788854078,,,0.084524295548337,638,639
dwelling,13,0,1879.76332427953,2184.43818326154,304.674858982012,98.2547523771599,97.9726021515722,-0.282150225587614,,12.9058822939606,,639,769
planning,0.8,0,2184.43818326154,2205.38910256149,20.9509192999403,97.9726021515722,97.9531751790635,-0.0194269725087679,,,0.72089127888192,769,777
traveling,7.09999999999999,21.4709105535839,2205.38910256149,2466.97679827883,261.58769571734,97.9531751790635,97.7093670578999,-0.243808121163568,7.10834179148646,,,777,848
planning,0.9,0,2466.97679827883,2493.49189421929,26.5150959404673,97.7093670578999,97.6847410976755,-0.0246259602243839,,,0.840531634445588,848,857
dwelling,9.09999999999999,0,2493.49189421929,2718.65810332202,225.166209102732,97.6847410976755,97.4760371588902,-0.208703938785348,,9.09999999932778,,857,948
planning,0.5,0,2718.65810332202,2732.66984537186,14.0117420498404,97.4760371588902,97.463030182495,-0.0130069763952179,,,0.478114316088192,948,953
traveling,4.5,9,2732.66984537186,2892.83211151757,160.162266145702,97.463030182495,97.3138228119347,-0.149207370560305,4.44816896838248,,,953,998
planning,0.5,0,2892.83211151757,2907.62351843963,14.7914069220669,97.3138228119347,97.3000812723498,-0.013741539584899,,,0.462509709567031,998,1003
