phase_type,duration,distance,energy_start,energy_end,energy_consumed,battery_start,battery_end,battery_delta,rho,tau,planning_time,start_time,end_time
traveling,9.89999999999998,19,0,287.018001254732,287.018001254732,100,99.7338037845558,-0.266196215444239,10,,,1,100
planning,0.2,0,287.018001254732,292.001669904582,4.98366864984928,99.7338037845558,99.7291898954757,-0.00461388908007621,,,0.166137659589863,100,102
dwelling,6.49999999999999,0,292.001669904582,443.619194654971,151.61752475039,99.7291898954757,99.588912828568,-0.140277066907657,,6.45555550839485,,102,167
planning,0.6,0,443.619194654971,459.835994669731,16.2168000147599,99.588912828568,99.5738840031545,-0.0150288254135376,,,0.564874584306835,167,173
traveling,4.6,9,459.835994669731,612.086592601054,152.250597931323,99.5738840031545,99.4323770546988,-0.141506948455657,4.55680036822478,,,173,219
planning,0.9,0,612.086592601054,638.704835948244,26.6182433471903,99.4323770546988,99.4076789280682,-0.0246981266305966,,,0.818322113043871,219,228
dwelling,8.29999999999999,0,638.704835948244,850.126790596997,211.421954648753,99.4076789280682,99.2118481164582,-0.195830811610008,,8.20909090901599,,228,311
planning,0.8,0,850.126790596997,872.462918667462,22.3361280704647,99.2118481164582,99.1911357801917,-0.0207123362665556,,,0.771841076550732,311,319
traveling,6.49999999999999,19,872.462918667462,1116.92523105207,244.462312384608,99.1911357801917,98.9633936886334,-0.227742091558298,6.45707981465985,,,319,384
planning,0.1,0,1116.92523105207,1120.00654302477,3.08131197269586,98.9633936886334,98.9605323390357,-0.00286134959767992,,,0.0297473612214165,384,385
dwelling,8.49999999999999,0,1120.00654302477,1339.8368536913,219.830310666533,98.9605323390357,98.7568253326238,-0.203707006411861,,8.42352939413083,,385,470
planning,0.1,0,1339.8368536913,1342.63600987314,2.79915618183691,98.7568253326238,98.7542289301821,-0.00259640244171067,,,0.0766575857395663,470,471
traveling,6.59999999999999,19,1342.63600987314,1567.15558479227,224.519574919131,98.7542289301821,98.5453526797368,-0.208876250445357,6.6141592861678,,,471,537
planning,0.9,0,1567.15558479227,1589.24619732537,22.0906125331073,98.5453526797368,98.5248905815639,-0.0204620981728993,,,0.809698380352055,537,546
dwelling,6.89999999999999,0,1589.24619732537,1749.5131460698,160.266948744423,98.5248905815639,98.3765149882127,-0.14837559335119,,6.84545454582218,,546,615
planning,0.4,0,1749.5131460698,1760.77855150311,11.2654054333152,98.3765149882127,98.3660624427962,-0.0104525454164417,,,0.393404615171652,615,619
traveling,6.19999999999999,17.464249196573,1760.77855150311,1981.76686952852,220.98831802541,98.3660624427962,98.1602698510884,-0.205792591707834,6.10868930175404,,,619,681
planning,0.3,0,1981.76686952852,1989.76637769797,7.99950816945216,98.1602698510884,98.1528515195361,-0.00741833155228733,,,0.264470395573386,681,684
dwelling,8.59999999999999,0,1989.76637769797,2196.861563885,207.095186187024,98.1528515195361,97.9610083754372,-0.191843144098897,,8.58888885919442,,684,770
planning,0.1,0,2196.861563885,2199.61733560161,2.75577171660734,97.9610083754372,97.9584515089397,-0.00255686649751397,,,0.011713109670246,770,771
traveling,6.39999999999999,17.464249196573,2199.61733560161,2422.56661610764,222.949280506033,97.9584515089397,97.7508675345339,-0.207583974405821,6.30700912547822,,,771,835
planning,0.6,0,2422.56661610764,2437.99602952065,15.4294134130078,97.7508675345339,97.7365615540208,-0.0143059805131287,,,0.557675203675166,835,841
dwelling,7.19999999999999,0,2437.99602952065,2614.07578576311,176.079756242465,97.7365615540208,97.5733831568498,-0.163178397170981,,7.10909090030491,,841,913
planning,0.5,0,2614.07578576311,2627.72388000952,13.6480942464036,97.5733831568498,97.5607185682529,-0.0126645885969197,,,0.491803301748566,913,918
traveling,4.3,9,2627.72388000952,2774.41369519699,146.689815187479,97.5607185682529,97.4241680837033,-0.136550484549588,4.28388268315395,,,918,961
planning,0.1,0,2774.41369519699,2777.50794061851,3.09424542151191,97.4241680837033,97.4212919329668,-0.00287615073649761,,,0.0930324140087838,961,962
dwelling,8.59999999999999,0,2777.50794061851,3006.5718867785,229.063946159995,97.4212919329668,97.2087623142323,-0.212529618734507,,8.58888887514485,,962,1048
planning,0.3,0,3006.5718867785,3015.10224098268,8.53035420417837,97.2087623142323,97.2008409630366,-0.00792135119564819,,,0.298702740142648,1048,1051
traveling,4.6,9,3015.10224098268,3166.73251619766,151.630275214984,97.2008409630366,97.0597342113385,-0.14110675169816,4.55679997328691,,,1051,1097
planning,0.2,0,3166.73251619766,3172.13193804469,5.39942184702295,97.0597342113385,97.0547229895237,-0.00501122181471203,,,0.192273201389898,1097,1099
dwelling,6.19999999999999,0,3172.13193804469,3313.66100685876,141.529068814072,97.0547229895237,96.9236023888742,-0.131120600649538,,6.19999999985381,,1099,1161
planning,0.6,0,3313.66100685876,3327.51872301451,13.8577161557546,96.9236023888742,96.9107619787827,-0.0128404100915134,,,0.549895614895505,1161,1167
traveling,6.49999999999999,19,3327.51872301451,3533.6477992527,206.129076238191,96.9107619787827,96.7189745155811,-0.191787463201635,6.45707983453283,,,1167,1232
planning,0.5,0,3533.6477992527,3546.83118677486,13.1833875221555,96.7189745155811,96.7067397608194,-0.0122347547616641,,,0.429826647920168,1232,1237
dwelling,12.9,0,3546.83118677486,3858.41010664501,311.578919870149,96.7067397608194,96.4178324943214,-0.288907266498001,,12.8235293335427,,1237,1366
planning,0.6,0,3858.41010664501,3874.25961304592,15.8495064009112,96.4178324943214,96.4031203323979,-0.0147121619234696,,,0.591979513049389,1366,1372
traveling,6.59999999999999,19,3874.25961304592,4078.39032874404,204.130715698119,96.4031203323979,96.2132141947181,-0.189906137679785,6.6141596808589,,,1372,1438
planning,0.3,0,4078.39032874404,4084.88828661933,6.49795787529456,96.2132141947181,96.2071943923273,-0.00601980239086686,,,0.251181995196213,1438,1441
dwelling,9.39999999999998,0,4084.88828661933,4289.80621982559,204.91793320626,96.2071943923273,96.0173262361445,-0.189868156182811,,9.37272727095701,,1441,1535
planning,1,0,4289.80621982559,4316.12032867915,26.3141088535531,96.0173262361445,95.9928951485718,-0.024431087572637,,,0.989215155189386,1535,1545
traveling,6.19999999999999,17.464249196573,4316.12032867915,4540.486473039,224.366144359856,95.9928951485718,95.7835940779119,-0.209301070659947,6.10868930878779,,,1545,1607
planning,0.9,0,4540.486473039,4564.54517049565,24.058697456644,95.7835940779119,95.7612495435484,-0.0223445343634836,,,0.820290002786543,1607,1616
dwelling,8.39999999999999,0,4564.54517049565,4770.69146717985,206.1462966842,95.7612495435484,95.569960698819,-0.191288844729399,,8.32222217155157,,1616,1700
planning,0.3,0,4770.69146717985,4778.61540885563,7.9239416757855,95.569960698819,95.5626013877397,-0.00735931107928423,,,0.247966840261778,1700,1703
traveling,6.39999999999999,17.464249196573,4778.61540885563,4975.42276170262,196.807352846993,95.5626013877397,95.379419385988,-0.183182001751703,6.30700952059698,,,1703,1767
planning,0.5,0,4975.42276170262,4987.29971953476,11.8769578321362,95.379419385988,95.3684002900134,-0.0110190959745893,,,0.413352111603909,1767,1772
dwelling,7.49999999999999,0,4987.29971953476,5142.79505935644,155.495339821682,95.3684002900134,95.2243188947942,-0.144081395219175,,7.42727272716145,,1772,1847
planning,0.2,0,5142.79505935644,5147.64641575113,4.85135639469172,95.2243188947942,95.2198164995892,-0.00450239520502294,,,0.140987250172279,1847,1849
traveling,4.3,9,5147.64641575113,5284.6614324707,137.015016719566,95.2198164995892,95.0921979533448,-0.127618546244378,4.28388192358893,,,1849,1892
planning,0.5,0,5284.6614324707,5297.66011388677,12.9986814160739,95.0921979533448,95.0801238893594,-0.012074063985466,,,0.419056986284074,1892,1897
dwelling,8.79999999999999,0,5297.66011388677,5495.50591561082,197.845801724042,95.0801238893594,94.8966222079897,-0.183501681369691,,8.77777775272201,,1897,1985
planning,0.1,0,5495.50591561082,5497.91322212534,2.40730651452213,94.8966222079897,94.894387756098,-0.00223445189168103,,,0.0904273497101808,1985,1986
traveling,4.6,9,5497.91322212534,5637.49025579113,139.577033665792,94.894387756098,94.7644409428203,-0.129946813277684,4.55679997328621,,,1986,2032
planning,0.4,0,5637.49025579113,5647.11920125622,9.62894546509233,94.7644409428203,94.7555025837764,-0.00893835904395246,,,0.394434083198692,2032,2036
dwelling,6.19999999999999,0,5647.11920125622,5780.82255855375,133.703357297526,94.7555025837764,94.631518495603,-0.123984088173316,,6.14545451824767,,2036,2098
planning,0.1,0,5780.82255855375,5783.39293322283,2.57037466908514,94.631518495603,94.6291305381632,-0.00238795743980802,,,0.0712423263636284,2098,2099
traveling,6.49999999999999,19,5783.39293322283,6000.57313667923,217.180203456392,94.6291305381632,94.4266175018305,-0.202513036332746,6.45707983637583,,,2099,2164
planning,0.7,0,6000.57313667923,6020.31826287897,19.7451261997467,94.4266175018305,94.4082506175884,-0.0183668842420701,,,0.650726786116307,2164,2171
dwelling,13.2,0,6020.31826287897,6342.21225036111,321.893987482135,94.4082506175884,94.1092964294376,-0.298954188150816,,13.1705881489301,,2171,2303
planning,0.4,0,6342.21225036111,6352.41787214044,10.2056217793297,94.1092964294376,94.0998124714514,-0.00948395798621959,,,0.325969222455767,2303,2307
traveling,6.59999999999999,19,6352.41787214044,6558.34685787383,205.928985733398,94.0998124714514,93.9079156931877,-0.191896778263711,6.61415968076931,,,2307,2373
planning,1,0,6558.34685787383,6580.59276853219,22.2459106583519,93.9079156931877,93.8872697289071,-0.020645964280547,,,0.901582880986326,2373,2383
dwelling,8.79999999999999,0,6580.59276853219,6780.73001485062,200.137246318431,93.8872697289071,93.7014614316183,-0.185808297288787,,8.78181818184968,,2383,2471
planning,0.5,0,6780.73001485062,6794.06753315645,13.337518305837,93.7014614316183,93.6890571349362,-0.0124042966821634,,,0.433268168735147,2471,2476
traveling,6.19999999999999,17.464249196573,6794.06753315645,7021.01713747719,226.949604320732,93.6890571349362,93.4769836564586,-0.21207347847762,6.1086893085539,,,2476,2538
planning,0.6,0,7021.01713747719,7038.6220595479,17.6049220707118,93.4769836564586,93.4605884999301,-0.0163951565284322,,,0.525613537581371,2538,2544
dwelling,8.69999999999999,0,7038.6220595479,7247.46319663348,208.84113708558,93.4605884999301,93.2665382064697,-0.194050293460378,,8.61111109989311,,2544,2631
planning,0.4,0,7247.46319663348,7257.46554505446,10.0023484209787,93.2665382064697,93.2572397624598,-0.00929844400990021,,,0.361254504576489,2631,2635
traveling,6.39999999999999,17.464249196573,7257.46554505446,7457.52499614126,200.059451086799,93.2572397624598,93.0706935131544,-0.186546249305451,6.30700952059653,,,2635,2699
planning,0.7,0,7457.52499614126,7475.64335425924,18.1183581179812,93.0706935131544,93.0538412699914,-0.0168522431629583,,,0.69278841706411,2699,2706
dwelling,7.29999999999999,0,7475.64335425924,7640.05138671461,164.408032455376,93.0538412699914,92.9011376111991,-0.152703658792376,,7.26363636389037,,2706,2779
planning,0.8,0,7640.05138671461,7662.18511677147,22.1337300568557,92.9011376111991,92.8805317395266,-0.0206058716725011,,,0.787287999792865,2779,2787
traveling,4.3,9,7662.18511677147,7793.47051336696,131.285396595493,92.8805317395266,92.7581346701586,-0.122397069367949,4.28388192377395,,,2787,2830
planning,0.7,0,7793.47051336696,7808.70484200542,15.2343286384548,92.7581346701586,92.7439875785393,-0.0141470916192787,,,0.63037070982254,2830,2837
dwelling,8.69999999999999,0,7808.70484200542,7984.39926163596,175.694419630549,92.7439875785393,92.5809333167101,-0.163054261829274,,8.61111106405792,,2837,2924
planning,0.3,0,7984.39926163596,7991.5434923229,7.14423068693668,92.5809333167101,92.574292108523,-0.00664120818703395,,,0.294954290445971,2924,2927
traveling,4.6,9,7991.5434923229,8119.31614069772,127.772648374814,92.574292108523,92.4552877531019,-0.119004355421154,4.55680036786062,,,2927,2973
planning,0.6,0,8119.31614069772,8133.56527222477,14.2491315270527,92.4552877531019,92.4420410176175,-0.0132467354843442,,,0.570449328519612,2973,2979
dwelling,6.1,0,8133.56527222477,8262.46219413557,128.896921910803,92.4420410176175,92.3223431496842,-0.119697867933326,,6.05454543108504,,2979,3040
planning,0.7,0,8262.46219413557,8280.29055665591,17.8283625203421,92.3223431496842,92.3057547153917,-0.0165884342924727,,,0.674363533765538,3040,3047
traveling,6.49999999999999,19,8280.29055665591,8499.45052425833,219.159967602422,92.3057547153917,92.1010064032498,-0.20474831214193,6.45707983724366,,,3047,3112
planning,0.8,0,8499.45052425833,8519.35603516437,19.9055109060391,92.1010064032498,92.0824870798875,-0.0185193233623409,,,0.79583959300308,3112,3120
dwelling,13.3,0,8519.35603516437,8811.42157215937,292.065536994995,92.0824870798875,91.8110781486821,-0.2714089312054,,13.2999999971761,,3120,3253
planning,1,0,8811.42157215937,8834.24949490548,22.8279227461098,91.8110781486821,91.7898545817288,-0.0212235669532248,,,0.984965890770193,3253,3263
traveling,6.59999999999999,19,8834.24949490548,9002.06378634602,167.81429144054,91.7898545817288,91.633627357574,-0.156227224154833,6.61415968080736,,,3263,3329
planning,0.4,0,9002.06378634602,9010.45541564821,8.39162930219209,91.633627357574,91.6258309248929,-0.00779643268106156,,,0.395565169786424,3329,3333
dwelling,9.69999999999998,0,9010.45541564821,9208.30137350972,197.845957861513,91.6258309248929,91.4420507923152,-0.183780132577709,,9.67272723852975,,3333,3430
planning,0.4,0,9208.30137350972,9217.87661560321,9.57524209348958,91.4420507923152,91.4331417569123,-0.00890903540287979,,,0.389799178628821,3430,3434
traveling,6.19999999999999,17.464249196573,9217.87661560321,9429.60487915209,211.728263548881,91.4331417569123,91.2351746609572,-0.197967095955178,6.10868931462274,,,3434,3496
planning,0.1,0,9429.60487915209,9432.32109867226,2.71621952016176,91.2351746609572,91.2326434122161,-0.00253124874110711,,,0.0829978933584089,3496,3497
dwelling,9.39999999999998,0,9432.32109867226,9648.06889934394,215.747800671686,91.2326434122161,91.0319439280369,-0.20069948417914,,9.3999999515094,,3497,3591
planning,0.3,0,9648.06889934394,9655.38081245946,7.31191311551447,91.0319439280369,91.0251373332143,-0.00680659482260637,,,0.21634319005637,3591,3594
traveling,6.39999999999999,17.464249196573,9655.38081245946,9864.152008384,208.771195924544,91.0251373332143,90.8300229101971,-0.195114423017216,6.30700952060456,,,3594,3658
planning,0.7,0,9864.152008384,9883.22908841126,19.0770800272549,90.8300229101971,90.8122386201054,-0.0177842900917398,,,0.64356309999573,3658,3665
dwelling,7.39999999999999,0,9883.22908841126,10078.7937446549,195.564656243623,90.8122386201054,90.6299779406294,-0.182260679475931,,7.30000000007567,,3665,3739
planning,0.4,0,10078.7937446549,10090.2033329001,11.4095882452402,90.6299779406294,90.6193339026982,-0.0106440379312289,,,0.384883180916333,3739,3743
traveling,4.3,9,10090.2033329001,10242.3432025712,152.139869671068,90.6193339026982,90.4769382054816,-0.142395697216585,4.2838819247771,,,3743,3786
planning,0.7,0,10242.3432025712,10262.9397546408,20.5965520696445,90.4769382054816,90.4577135410602,-0.0192246644214293,,,0.645182318721634,3786,3793
dwelling,8.79999999999999,0,10262.9397546408,10469.1328505444,206.193095903594,90.4577135410602,90.2657448594147,-0.191968681645463,,8.77777772574951,,3793,3881
planning,0.5,0,10469.1328505444,10481.7028571019,12.5700065575056,90.2657448594147,90.2540326205508,-0.0117122388639217,,,0.404608986089298,3881,3886
traveling,4.6,9,10481.7028571019,10630.1046631712,148.401806069252,90.2540326205508,90.1152814795564,-0.138751140994444,4.55680036790558,,,3886,3932
planning,0.5,0,10630.1046631712,10643.7512023751,13.6465392039645,90.1152814795564,90.1025524445751,-0.0127290349812341,,,0.415146763760999,3932,3937
dwelling,6.29999999999999,0,10643.7512023751,10788.9908204602,145.239618085052,90.1025524445751,89.9673247317278,-0.135227712847282,,6.26363635926387,,3937,4000
planning,0.4,0,10788.9908204602,10799.2075621374,10.2167416771663,89.9673247317278,89.957801264286,-0.00952346744180943,,,0.312012054916582,4000,4004
traveling,6.49999999999999,19,10799.2075621374,11014.359672578,215.152110440627,89.957801264286,89.756507735491,-0.201293528795077,6.45707983732027,,,4004,4069
planning,0.3,0,11014.359672578,11021.9576478399,7.59797526193688,89.756507735491,89.7494248425141,-0.00708289297685383,,,0.290910678564598,4069,4072
dwelling,13.9,0,11021.9576478399,11314.0443041458,292.08665630583,89.7494248425141,89.4776223402645,-0.271802502249571,,13.8176469655759,,4072,4211
planning,0.3,0,11314.0443041458,11320.5392217448,6.49491759901866,89.4776223402645,89.4715762799035,-0.00604606036107214,,,0.267221721285338,4211,4214
traveling,6.59999999999999,19,11320.5392217448,11537.6910930345,217.151871289678,89.4715762799035,89.2683083804041,-0.203267899499338,6.61415968083479,,,4214,4280
planning,0.1,0,11537.6910930345,11540.2164173713,2.52532433681517,89.2683083804041,89.2659534202668,-0.00235496013732472,,,0.0582086546560262,4280,4281
dwelling,9.79999999999998,0,11540.2164173713,11754.0376097645,213.821192393267,89.2659534202668,89.0668417440239,-0.199111676242907,,9.7545454257506,,4281,4379
planning,0.2,0,11754.0376097645,11759.2188628078,5.18125304330897,89.0668417440239,89.0620078336747,-0.00483391034920544,,,0.140476256394116,4379,4381
traveling,6.19999999999999,17.464249196573,11759.2188628078,11971.1600023971,211.941139589284,89.0620078336747,88.8634764808046,-0.198531352870035,6.10868843667383,,,4381,4443
planning,0.8,0,11971.1600023971,11992.4797777325,21.319775335367,88.8634764808046,88.8435759335477,-0.0199005472569809,,,0.740052154537321,4443,4451
dwelling,8.59999999999999,0,11992.4797777325,12212.3644631881,219.884685455649,88.8435759335477,88.6384060659806,-0.205169867567108,,8.5666666554383,,4451,4537
planning,0.5,0,12212.3644631881,12227.0858687561,14.7214055679251,88.6384060659806,88.6246449423688,-0.0137611236117863,,,0.43924886994993,4537,4542
traveling,6.39999999999999,17.464249196573,12227.0858687561,12441.927325801,214.84145704488,88.6246449423688,88.4233964461747,-0.201248496194097,6.30700952059322,,,4542,4606
planning,0.5,0,12441.927325801,12455.2225138052,13.2951880042292,88.4233964461747,88.4109822192432,-0.0124142269314405,,,0.480808154409015,4606,4611
dwelling,7.59999999999999,0,12455.2225138052,12628.2580828361,173.035569030872,88.4109822192432,88.2496726887382,-0.161309530505051,,7.53636363660327,,4611,4687
planning,0.1,0,12628.2580828361,12631.0469996999,2.78891686382121,88.2496726887382,88.2470666943481,-0.0026059943901231,,,0.034437922965213,4687,4688
traveling,4.3,9,12631.0469996999,12769.1303884718,138.083388771885,88.2470666943481,88.1177747942131,-0.129291900134987,4.28388192385641,,,4688,4731
planning,0.8,0,12769.1303884718,12788.5274605108,19.3970720390698,88.1177747942131,88.0996773434885,-0.0180974507245537,,,0.719295094723497,4731,4739
dwelling,8.59999999999999,0,12788.5274605108,12971.3115948031,182.784134292253,88.0996773434885,87.9293522233559,-0.170325120132617,,8.52222222056981,,4739,4825
planning,0.2,0,12971.3115948031,12976.3388367876,5.02724198452597,87.9293522233559,87.9246592415653,-0.00469298179062605,,,0.142573019526119,4825,4827
