phase_type,duration,distance,energy_start,energy_end,energy_consumed,battery_start,battery_end,battery_delta,rho,tau,planning_time,start_time,end_time
traveling,9.89999999999998,28.2842712474619,0,308.525695369698,308.525695369698,100,99.7135734021335,-0.286426597866509,10,,,1,100
planning,0.2,0,308.525695369698,313.549822328984,5.02412695928581,99.7135734021335,99.708921589197,-0.00465181293645855,,,0.154231142971912,100,102
dwelling,4.9,0,313.549822328984,424.960687706604,111.41086537762,99.708921589197,99.6058685074392,-0.103053081757793,,4.83333333337,,102,151
planning,0.9,0,424.960687706604,450.084328002059,25.1236402954542,99.6058685074392,99.5825765407064,-0.0232919667328417,,,0.810978913274894,151,160
traveling,5.9,16.0312195418814,450.084328002059,662.899032080607,212.814704078548,99.5825765407064,99.384495779273,-0.19808076143336,5.94810635834629,,,160,219
planning,0.6,0,662.899032080607,678.12812057759,15.229088496983,99.384495779273,99.3703910172916,-0.0141047619814714,,,0.575906772000882,219,225
dwelling,5.1,0,678.12812057759,788.194427716223,110.066307138633,99.3703910172916,99.2686154436882,-0.101775573603376,,5.01176468800838,,225,276
planning,0.7,0,788.194427716223,804.677972700181,16.4835449839583,99.2686154436882,99.2533600148343,-0.0152554288538909,,,0.608255457397924,276,283
traveling,5.99999999999999,16.0312195418814,804.677972700181,973.767635246376,169.089662546195,99.2533600148343,99.0965130269846,-0.156846987849747,6.02040348607209,,,283,343
planning,0.3,0,973.767635246376,979.902465917012,6.13483067063646,99.0965130269846,99.0908424819836,-0.00567054500091047,,,0.299712141723894,343,346
dwelling,5.7,0,979.902465917012,1094.00723430675,114.104768389738,99.0908424819836,98.985387400955,-0.105455081028651,,5.63333332991553,,346,403
planning,0.8,0,1094.00723430675,1113.63069015392,19.6234558471729,98.985387400955,98.9672153823344,-0.018172018620632,,,0.747651872355016,403,411
traveling,8.29999999999999,28.0178514522438,1113.63069015392,1424.55342916625,310.922739012326,98.9672153823344,98.677510566171,-0.289704816163351,8.27046191416241,,,411,494
planning,1,0,1424.55342916625,1452.17676351914,27.6233343528929,98.677510566171,98.6518908324592,-0.0256197337118209,,,0.950675860865956,494,504
dwelling,5.6,0,1452.17676351914,1588.7721383944,136.595374875257,98.6518908324592,98.5253776093749,-0.126513223084288,,5.58888887093628,,504,560
planning,0.4,0,1588.7721383944,1600.27089437615,11.4987559817489,98.5253776093749,98.5147067291568,-0.0106708802181288,,,0.388956617168747,560,564
traveling,7.09999999999999,22.1359436211787,1600.27089437615,1856.47198853167,256.201094155525,98.5147067291568,98.2761172917314,-0.238589437425361,7.11287452471967,,,564,635
planning,1,0,1856.47198853167,1883.46341847853,26.991429946858,98.2761172917314,98.251084698621,-0.0250325931104243,,,0.975504788835978,635,645
dwelling,7.39999999999999,0,1883.46341847853,2074.81857283932,191.355154360791,98.251084698621,98.0736939807989,-0.177390717822078,,7.37777777352339,,645,719
planning,0.7,0,2074.81857283932,2095.41447697697,20.5959041376464,98.0736939807989,98.0545700595534,-0.0191239212455372,,,0.605710365046008,719,726
traveling,8.79999999999998,30.4138126514911,2095.41447697697,2439.95589071446,344.541413737493,98.0545700595534,97.7331801107764,-0.321389948776954,8.78853210249334,,,726,814
planning,1,0,2439.95589071446,2471.05286497695,31.0969742624852,97.7331801107764,97.704278138747,-0.0289019720294164,,,0.965261874385315,814,824
dwelling,12.3,0,2471.05286497695,2768.8091709807,297.756306003753,97.704278138747,97.4283350108104,-0.2759431279366,,12.2666666341913,,824,947
planning,0.2,0,2768.8091709807,2773.5828002564,4.77362927569948,97.4283350108104,97.4239117047457,-0.00442330606470875,,,0.185041305847804,947,949
traveling,5.9,16.0312195418814,2773.5828002564,2979.00919591574,205.426395659341,97.4239117047457,97.2325514783928,-0.191360226352899,5.95043064270422,,,949,1008
planning,0.9,0,2979.00919591574,3005.60694622377,26.5977503080298,97.2325514783928,97.2078405615115,-0.0247109168813324,,,0.852696698070766,1008,1017
dwelling,11.8,0,3005.60694622377,3293.57249115475,287.965544930983,97.2078405615115,96.9408823589552,-0.266958202556239,,11.7882352655019,,1017,1135
planning,0.8,0,3293.57249115475,3316.70890628733,23.1364151325743,96.9408823589552,96.9193894219594,-0.0214929369958412,,,0.754970839377064,1135,1143
traveling,5.99999999999999,16.0312195418814,3316.70890628733,3518.12731223876,201.418405951433,96.9193894219594,96.731843729572,-0.187545692387332,6.02040318990387,,,1143,1203
planning,0.1,0,3518.12731223876,3520.65396301719,2.52665077842767,96.731843729572,96.7295000551156,-0.0023436744564691,,,0.0959515415301738,1203,1204
dwelling,8.19999999999999,0,3520.65396301719,3696.07432432561,175.420361308418,96.7295000551156,96.5670458943513,-0.162454160764312,,8.19999998459828,,1204,1286
planning,0.8,0,3696.07432432561,3716.01479447752,19.9404701519152,96.5670458943513,96.548550238255,-0.0184956560962917,,,0.733987320619276,1286,1294
traveling,8.29999999999999,28.0178514522438,3716.01479447752,3997.44078462628,281.425990148757,96.548550238255,96.2864103094162,-0.262139928838792,8.27046191855182,,,1294,1377
planning,0.9,0,3997.44078462628,4021.8269235532,24.3861389269205,96.2864103094162,96.2637653313077,-0.0226449781085023,,,0.815813295756984,1377,1386
dwelling,8.09999999999999,0,4021.8269235532,4222.11560698272,200.288683429523,96.2637653313077,96.0779553076767,-0.18581002363095,,8.07777773780377,,1386,1467
planning,0.7,0,4222.11560698272,4243.66984557517,21.55423859245,96.0779553076767,96.0579045414506,-0.0200507662261202,,,0.660492393287087,1467,1474
traveling,7.09999999999999,22.1359436211787,4243.66984557517,4505.68616736806,262.016321792888,96.0579045414506,95.8134551656001,-0.244449375850479,7.11287370689947,,,1474,1545
planning,0.4,0,4505.68616736806,4517.01726109508,11.3310937270171,95.8134551656001,95.8029242162775,-0.0105309493226713,,,0.329232472793078,1545,1549
dwelling,8.69999999999999,0,4517.01726109508,4732.66630203939,215.649040944309,95.8029242162775,95.6028021375381,-0.200122078739355,,8.64444442915445,,1549,1636
planning,0.1,0,4732.66630203939,4735.43883272953,2.77253069014114,95.6028021375381,95.6002257303465,-0.00257640719162566,,,0.0909840246129151,1636,1637
traveling,8.79999999999998,30.4138126514911,4735.43883272953,5067.37979054034,331.940957810812,95.6002257303465,95.2903005456573,-0.309925184689192,8.78853210262649,,,1637,1725
planning,0.7,0,5067.37979054034,5087.74310501224,20.3633144718979,95.2903005456573,95.271362209794,-0.0189383358632682,,,0.660100581238131,1725,1732
dwelling,13.5,0,5087.74310501224,5415.8732388437,328.130133831461,95.271362209794,94.9667911823711,-0.304571027422881,,13.4999999908903,,1732,1867
planning,1,0,5415.8732388437,5440.93373741728,25.060498573579,94.9667911823711,94.9435208794685,-0.0232703029026737,,,0.976664652894708,1867,1877
traveling,5.9,16.0312195418814,5440.93373741728,5637.36208813319,196.42835071591,94.9435208794685,94.7604050144537,-0.183115865014727,5.9504316261155,,,1877,1936
planning,0.1,0,5637.36208813319,5640.22088024761,2.85879211442443,94.7604050144537,94.7577459414972,-0.00265907295657541,,,0.0441209882549238,1936,1937
dwelling,13.8,0,5640.22088024761,5957.28691995849,317.066039710884,94.7577459414972,94.4635286787392,-0.294217262757954,,13.7882352717869,,1937,2075
planning,0.3,0,5957.28691995849,5964.92755595476,7.64063599626206,94.4635286787392,94.4564301892835,-0.00709848945568581,,,0.202770679003347,2075,2078
traveling,5.99999999999999,16.0312195418814,5964.92755595476,6181.17078210227,216.243226147516,94.4564301892835,94.2545016196303,-0.201928569653219,6.0204034978372,,,2078,2138
planning,0.8,0,6181.17078210227,6204.43467166374,23.2638895614637,94.2545016196303,94.2328505947143,-0.0216510249160251,,,0.721980470954047,2138,2146
dwelling,7.79999999999999,0,6204.43467166374,6387.65137258355,183.216700919817,94.2328505947143,94.0627381927345,-0.170112401979821,,7.73333330155875,,2146,2224
planning,1,0,6387.65137258355,6410.55516082949,22.9037882459315,94.0627381927345,94.0414775120409,-0.0212606806935867,,,0.98957473642882,2224,2234
traveling,8.29999999999999,28.0178514522438,6410.55516082949,6647.4002339919,236.845073162412,94.0414775120409,93.8210213761643,-0.220456135876574,8.27046191893039,,,2234,2317
planning,0.5,0,6647.4002339919,6657.87512846025,10.474894468357,93.8210213761643,93.8113048355838,-0.00971654058049864,,,0.447699338098992,2317,2322
dwelling,8.89999999999999,0,6657.87512846025,6850.83091073512,192.955782274868,93.8113048355838,93.6322405699888,-0.179064265595002,,8.81111110664091,,2322,2411
planning,0.1,0,6850.83091073512,6853.31189530566,2.48098457053948,93.6322405699888,93.6299349846909,-0.00230558529791836,,,0.0975355357830057,2411,2412
traveling,7.09999999999999,22.1359436211787,6853.31189530566,7073.0478331186,219.735937812938,93.6299349846909,93.42514122477,-0.204793759920875,7.11287453478298,,,2412,2483
planning,0.2,0,7073.0478331186,7078.05845920509,5.01062608649318,93.42514122477,93.4204836538849,-0.00465757088507246,,,0.137003773214991,2483,2485
dwelling,9.19999999999999,0,7078.05845920509,7300.29943212886,222.240972923768,93.4204836538849,93.213961663737,-0.206521990147962,,9.14444440151971,,2485,2577
planning,0.6,0,7300.29943212886,7316.59933229619,16.2999001673334,93.213961663737,93.1987936530035,-0.0151680107334329,,,0.538443310303746,2577,2583
traveling,8.79999999999998,30.4138126514911,7316.59933229619,7643.6146596009,327.015327304705,93.1987936530035,92.8930440085296,-0.305749644473934,8.78853210265592,,,2583,2671
planning,0.9,0,7643.6146596009,7670.40725251607,26.7925929151706,92.8930440085296,92.8680772512347,-0.0249667572949051,,,0.860380986697985,2671,2680
dwelling,13.5,0,7670.40725251607,8005.21817168821,334.810919172143,92.8680772512347,92.5567217811258,-0.311355470108865,,13.4999999610021,,2680,2815
planning,0.3,0,8005.21817168821,8012.68748680069,7.46931511247567,92.5567217811258,92.5497749209074,-0.00694686021843438,,,0.226023466933627,2815,2818
traveling,5.9,16.0312195418814,8012.68748680069,8192.82807387095,180.140587070262,92.5497749209074,92.3817786217326,-0.167996299174803,5.95043162720888,,,2818,2877
planning,0.2,0,8192.82807387095,8197.57976293701,4.75168906605904,92.3817786217326,92.3773609704589,-0.00441765127371241,,,0.180801320243992,2877,2879
dwelling,13.8,0,8197.57976293701,8494.56852540804,296.98876247103,92.3773609704589,92.1014898431083,-0.275871127350598,,13.7941176322327,,2879,3017
planning,0.7,0,8494.56852540804,8511.52626375438,16.9577383463366,92.1014898431083,92.0857176133776,-0.0157722297307146,,,0.697201190472007,3017,3024
traveling,5.99999999999999,16.0312195418814,8511.52626375438,8706.91679765836,195.390533903983,92.0857176133776,91.9032359203028,-0.182481693074806,6.02040349847677,,,3024,3084
planning,0.3,0,8706.91679765836,8713.79047697199,6.87367931363042,91.9032359203028,91.8968455915862,-0.00639032871660561,,,0.218063190268957,3084,3087
dwelling,8.39999999999999,0,8713.79047697199,8888.64812653314,174.857649561147,91.8968455915862,91.7344206104637,-0.162424981122427,,8.39999995923525,,3087,3171
planning,0.4,0,8888.64812653314,8898.79142514965,10.1432986165146,91.7344206104637,91.7249791444539,-0.00944146600984652,,,0.366723253796194,3171,3175
traveling,8.29999999999999,28.0178514522438,8898.79142514965,9176.76164463073,277.970219481076,91.7249791444539,91.4652161320784,-0.259763012375529,8.27046191898055,,,3175,3258
