phase_type,duration,energy_start,energy_end,energy_consumed,battery_start,battery_end,battery_delta,rho,tau,planning_time,start_time,end_time
planning,0.7,16594.3870281716,16611.0122311166,16.625202944957,99.7731273425869+0.00382445314349549i,99.7729058217362+0.00382445361087337i,-0.000221520850757884+4.67377875984498e-10i,,,0.630224055538105,5612,5619
traveling,6.69999999999999,16611.0122311166,16808.5860504956,197.573819379038,99.7729058217362+0.00382445361087337i,99.7702657110758+0.00382445921398491i,-0.00264011066043679+5.60311153984666e-09i,6.74709661653857,,,5619,5686
planning,0.9,16808.5860504956,16829.998800588,21.4127500924224,99.7702657110758+0.00382445921398491i,99.769980390574+0.00382445981608205i,-0.000285320501774322+6.02097140374458e-10i,,,0.812815650855027,5686,5695
dwelling,16.3,16829.998800588,17152.6575282287,322.658727640679,99.769980390574+0.00382445981608205i,99.7656884788623+0.00382446884231324i,-0.00429191171167531+9.02623118999649e-09i,,16.2999986259936,,5695,5858
planning,0.5,17152.6575282287,17162.3879589537,9.7304307249542,99.7656884788623+0.00382446884231324i,99.7655590683109+0.00382446911441137i,-0.000129410551366504+2.72098137424348e-10i,,,0.450492336647337,5858,5863
traveling,5.6,17162.3879589537,17294.4157809085,132.027821954794,99.7655590683109+0.00382446911441137i,99.7637998675991+0.00382447282745382i,-0.00175920071181679+3.71304244425538e-09i,5.77473032409293,,,5863,5919
planning,0.8,17294.4157809085,17313.4472926903,19.0315117817918,99.7637998675991+0.00382447282745382i,99.7635462784575+0.0038244733627297i,-0.000253589141635757+5.35275884814418e-10i,,,0.770983940011353,5919,5927
dwelling,16,17313.4472926903,17674.7840683059,361.336775615691,99.7635462784575+0.0038244733627297i,99.7587340190147+0.00382448351114081i,-0.00481225944274399+1.01484111066953e-08i,,15.9674745806992,,5927,6087
planning,0.1,17674.7840683059,17677.5139153529,2.72984704699775,99.7587340190147+0.00382448351114081i,99.7586975883904+0.00382448358829557i,-3.64306243767487e-05+7.71547626135516e-11i,,,0.0810642195290494,6087,6088
traveling,7.09999999999999,17677.5139153529,17906.2452131476,228.731297794689,99.7586975883904+0.00382448358829557i,99.7556374888617+0.00382449010247334i,-0.00306009952865338+6.51417776881616e-09i,7.06705145702451,,,6088,6159
planning,0.6,17906.2452131476,17923.1560452476,16.9108320999549,99.7556374888617+0.00382449010247334i,99.7554117199724+0.00382449058106531i,-0.00022576888927972+4.78591966838332e-10i,,,0.572815526042185,6159,6165
dwelling,16.4,17923.1560452476,18283.5296240415,360.373578793882,99.7554117199724+0.00382449058106531i,99.7506133059418+0.00382450069948537i,-0.00479841403058856+1.01184200610241e-08i,,16.3666665455432,,6165,6329
planning,0.2,18283.5296240415,18288.2619200649,4.73229602341962,99.7506133059418+0.00382450069948537i,99.750550252481+0.00382450083264065i,-6.30534608347944e-05+1.33155279337382e-10i,,,0.117089469573958,6329,6331
traveling,6.69999999999999,18288.2619200649,18496.9941910157,208.732270950819,99.750550252481+0.00382450083264065i,99.7477583955947+0.00382450677494933i,-0.00279185688629013+5.94230867984047e-09i,6.77318322539535,,,6331,6398
planning,0.3,18496.9941910157,18504.9198997085,7.92570869281917,99.7477583955947+0.00382450677494933i,99.7476526648759+0.00382450699880482i,-0.00010573071878639+2.23855491435221e-10i,,,0.230878404239435,6398,6401
dwelling,17.1,18504.9198997085,18943.0537533817,438.133853673193,99.7476526648759+0.00382450699880482i,99.7418098203894+0.00382451936260595i,-0.00584284448652284+1.23638011287341e-08i,,17.0666650020386,,6401,6572
planning,0.8,18943.0537533817,18964.9962711253,21.9425177435696,99.7418098203894+0.00382451936260595i,99.7415169712036+0.0038245199833556i,-0.000292849185782984+6.20749654803299e-10i,,,0.706081441736291,6572,6580
traveling,5.7,18964.9962711253,19129.8761432287,164.879872103436,99.7415169712036+0.0038245199833556i,99.7393148689842+0.00382452465819497i,-0.00220210221939965+4.67483936717611e-09i,5.85610416058318,,,6580,6637
planning,0.3,19129.8761432287,19137.8447924335,7.96864920481312,99.7393148689842+0.00382452465819497i,99.739208558229+0.00382452488339076i,-0.0001063107552568+2.2519578823238e-10i,,,0.263263485549617,6637,6640
dwelling,16.7,19137.8447924335,19516.2967076946,378.451915261103,99.739208558229+0.00382452488339076i,99.7341680710895+0.00382453552547611i,-0.00504048713945338+1.06420853531429e-08i,,16.6287934183777,,6640,6807
planning,0.7,19516.2967076946,19533.2173815457,16.9206738510402,99.7341680710895+0.00382453552547611i,99.7339425661385+0.00382453600225576i,-0.000225504951046673+4.76779648313913e-10i,,,0.628272342585065,6807,6814
traveling,7.19999999999999,19533.2173815457,19748.2799357414,215.062554195672,99.7339425661385+0.00382453600225576i,99.7310683736619+0.00382454211402095i,-0.00287419247655407+6.11176518639303e-09i,7.24442460141003,,,6814,6886
planning,0.1,19748.2799357414,19750.699823229,2.41988748768199,99.7310683736619+0.00382454211402095i,99.7310361230391+0.00382454218221784i,-3.22506227945496e-05+6.8196893444894e-11i,,,0.00607404653196786,6886,6887
dwelling,17.4,19750.699823229,20144.3576542526,393.657831023527,99.7310361230391+0.00382454218221784i,99.7257932828277+0.00382455325472166i,-0.00524284021138044+1.1072503823973e-08i,,17.3666664605025,,6887,7061
planning,0.5,20144.3576542526,20156.7903632559,12.4327090033185,99.7257932828277+0.00382455325472166i,99.7256275388026+0.00382455360549356i,-0.000165744025096615+3.50771899807617e-10i,,,0.495417913107209,7061,7066
traveling,6.79999999999999,20156.7903632559,20347.9196425719,191.129279315985,99.7256275388026+0.00382455360549356i,99.7230751132508+0.00382455902671114i,-0.00255242555188318+5.42121758075054e-09i,6.89678308435164,,,7066,7134
planning,0.9,20347.9196425719,20368.1663677417,20.2467251698617,99.7230751132508+0.00382455902671114i,99.7228054781707+0.00382455959622518i,-0.000269635080016428+5.69514033155194e-10i,,,0.805831138132599,7134,7143
dwelling,17.1,20368.1663677417,20736.6175957651,368.451228023416,99.7228054781707+0.00382455959622518i,99.7179005624834+0.00382456994918679i,-0.00490491568734797+1.03529616069312e-08i,,17.0999997479967,,7143,7314
planning,0.5,20736.6175957651,20748.9641742236,12.3465784584696,99.7179005624834+0.00382456994918679i,99.7177359786388+0.00382457029756978i,-0.000164583844551203+3.48382996930019e-10i,,,0.476879373687157,7314,7319
traveling,5.7,20748.9641742236,20909.5928698909,160.628695667292,99.7177359786388+0.00382457029756978i,99.7155913103863+0.00382457485229004i,-0.00214466825252657+4.55472025980702e-09i,5.88981210316093,,,7319,7376
planning,0.4,20909.5928698909,20920.687688608,11.0948187170725,99.7155913103863+0.00382457485229004i,99.7154432144923+0.00382457516665443i,-0.000148095894033418+3.14364390855554e-10i,,,0.33990679000736,7376,7380
dwelling,17.1,20920.687688608,21333.8440318498,413.156343241822,99.7154432144923+0.00382457516665443i,99.7099369439507+0.00382458681932964i,-0.00550627054163044+1.16526752045286e-08i,,17.0496009485582,,7380,7551
planning,0.4,21333.8440318498,21344.8440507002,11.0000188503582,99.7099369439507+0.00382458681932964i,99.7097901283526+0.0038245871309877i,-0.000146815598043304+3.11658061337428e-10i,,,0.363179771180166,7551,7555
traveling,7.29999999999999,21344.8440507002,21583.9065588932,239.06250819303,99.7097901283526+0.0038245871309877i,99.7065909311357+0.00382459395937678i,-0.00319919721694362+6.82838907683017e-09i,7.27524680148115,,,7555,7628
planning,0.3,21583.9065588932,21591.9266046193,8.02004572609803,99.7065909311357+0.00382459395937678i,99.7064839247265+0.00382459418640644i,-0.00010700640919481+2.27029659828626e-10i,,,0.279558831325007,7628,7631
dwelling,17.4,21591.9266046193,21990.6891662423,398.762561623047,99.7064839247265+0.00382459418640644i,99.7011722169986+0.00382460541993011i,-0.00531170772789835+1.12335236746378e-08i,,17.3999998759096,,7631,7805
planning,0.7,21990.6891662423,22010.3253559605,19.6361897181814,99.7011722169986+0.00382460541993011i,99.700910070238+0.00382460597690312i,-0.000262146760562132+5.56973006344413e-10i,,,0.671511634916904,7805,7812
traveling,6.89999999999999,22010.3253559605,22236.23650765,225.911151689474,99.700910070238+0.00382460597690312i,99.6978869777397+0.00382461243135504i,-0.00302309249835275+6.45445192605509e-09i,6.97297982136667,,,7812,7881
planning,0.1,22236.23650765,22239.1506609413,2.91415329134543,99.6978869777397+0.00382461243135504i,99.6978480545389+0.00382461251414546i,-3.89232007620421e-05+8.27904190515982e-11i,,,0.0552673585389177,7881,7882
dwelling,18.2,22239.1506609413,22650.9408342387,411.790173297362,99.6978480545389+0.00382461251414546i,99.6923632729449+0.00382462411607144i,-0.00548478159397803+1.16019259759244e-08i,,18.1666663986456,,7882,8064
planning,0.4,22650.9408342387,22659.5291371828,8.58830294414656,99.6923632729449+0.00382462411607144i,99.6922489478528+0.00382462435765089i,-0.000114325092127388+2.41579452189139e-10i,,,0.391116504445376,8064,8068
traveling,5.8,22659.5291371828,22799.7857615413,140.256624358433,99.6922489478528+0.00382462435765089i,99.6903795545508+0.00382462831802032i,-0.00186939330203018+3.96036942953634e-09i,5.91741866556001,,,8068,8126
planning,0.8,22799.7857615413,22816.6835785482,16.8978170068949,99.6903795545508+0.00382462831802032i,99.6901546499366+0.00382462879315911i,-0.000224904614171351+4.75138791158902e-10i,,,0.720299189967333,8126,8134
dwelling,17.3,22816.6835785482,23166.8330046079,350.149426059717,99.6901546499366+0.00382462879315911i,99.6854959649057+0.0038246386290252i,-0.00465868503088984+9.83586609382137e-09i,,17.2200101443041,,8134,8307
planning,0.3,23166.8330046079,23173.9915851774,7.1585805695504,99.6854959649057+0.0038246386290252i,99.6854005717304+0.00382463883108707i,-9.53931753286952e-05+2.02061867238257e-10i,,,0.217626622893063,8307,8310
traveling,7.39999999999999,23173.9915851774,23394.7780010221,220.786415844657,99.6854005717304+0.00382463883108707i,99.6824497400287+0.00382464511948966i,-0.00295083170165356+6.28840258511121e-09i,7.39279083037218,,,8310,8384
planning,0.6,23394.7780010221,23409.7075766019,14.9295755797866,99.6824497400287+0.00382464511948966i,99.682250703257+0.00382464554152902i,-0.000199036771689975+4.2203936873042e-10i,,,0.523537173118404,8384,8390
dwelling,17.5,23409.7075766019,23769.9421781278,360.234601525943,99.682250703257+0.00382464554152902i,99.677457004848+0.00382465566944587i,-0.0047936984090029+1.01279168476277e-08i,,17.4333330852659,,8390,8565
planning,0.5,23769.9421781278,23781.3130867659,11.3709086381059,99.677457004848+0.00382465566944587i,99.6773055533456+0.00382465599004474i,-0.000151451502432565+3.2059886993438e-10i,,,0.433889439762103,8565,8570
traveling,6.99999999999999,23781.3130867659,23972.2085530017,190.895466235739,99.6773055533456+0.00382465599004474i,99.6747573127558+0.00382466140896456i,-0.00254824058976055+5.41891982154541e-09i,7.03171915573289,,,8570,8640
planning,0.8,23972.2085530017,23991.4346846856,19.2261316838922,99.6747573127558+0.00382466140896456i,99.6745010904926+0.00382466195203282i,-0.000256222263274708+5.43068253127527e-10i,,,0.724882256383909,8640,8648
dwelling,17.8,23991.4346846856,24401.4780964013,410.043411715775,99.6745010904926+0.00382466195203282i,99.6690387445597+0.00382467352155864i,-0.00546234593284112+1.15695258252196e-08i,,17.7999995623143,,8648,8826
planning,0.9,24401.4780964013,24422.6867717738,21.2086753724398,99.6690387445597+0.00382467352155864i,99.668756158038+0.00382467412041048i,-0.000282586521734629+5.98851836175474e-10i,,,0.888316654616343,8826,8835
traveling,5.9,24422.6867717738,24575.73978844,153.053016666247,99.668756158038+0.00382467412041048i,99.6667146572484+0.00382467845641273i,-0.00204150078961618+4.33600225472827e-09i,6.05445004401702,,,8835,8894
planning,0.6,24575.73978844,24590.5385097759,14.7987213358901,99.6667146572484+0.00382467845641273i,99.6665173820035+0.00382467887492509i,-0.00019727524487223+4.18512361485129e-10i,,,0.503161441532323,8894,8900
dwelling,18,24590.5385097759,25009.1860298404,418.647520064475,99.6665173820035+0.00382467887492509i,99.6609399527361+0.00382469069423918i,-0.00557742926739024+1.18193140856079e-08i,,17.980121046495,,8900,9080
planning,0.9,25009.1860298404,25034.3683482406,25.1823184002387,99.6609399527361+0.00382469069423918i,99.6606037674458+0.00382469140973413i,-0.0003361852902799+7.1549494497572e-10i,,,0.843170652783054,9080,9089
traveling,7.59999999999999,25034.3683482406,25289.2330798995,254.864731658909,99.6606037674458+0.00382469140973413i,99.6571920350299+0.00382469871171676i,-0.00341173241588422+7.30198263529727e-09i,7.61763821743389,,,9089,9165
planning,0.1,25289.2330798995,25292.1475906718,2.91451077222882,99.6571920350299+0.00382469871171676i,99.6571531061111+0.00382469879466743i,-3.89289187978648e-05+8.29506663010959e-11i,,,0.0496853671951873,9165,9166
dwelling,18.7,25292.1475906718,25737.0563304338,444.908739762039,99.6571531061111+0.00382469879466743i,99.6512241615294+0.00382471137109621i,-0.0059289445817825+1.25764287820657e-08i,,18.6999997536694,,9166,9353
planning,0.9,25737.0563304338,25760.963370216,23.907039782167,99.6512241615294+0.00382471137109621i,99.650905197633+0.00382471204937525i,-0.000318963896319246+6.78279038403978e-10i,,,0.870649079743115,9353,9362
traveling,7.19999999999999,25760.963370216,26010.9423202429,249.978950026951,99.650905197633+0.00382471204937525i,99.6475567272517+0.00382471922828805i,-0.00334847038138264+7.1789128005921e-09i,7.24407894085469,,,9362,9434
planning,1,26010.9423202429,26040.4047852811,29.4624650381302,99.6475567272517+0.00382471922828805i,99.6471631409472+0.00382472006755376i,-0.000393586304483051+8.39265707711784e-10i,,,0.988290925907741,9434,9444
dwelling,18.5,26040.4047852811,26487.3854649288,446.980679647793,99.6471631409472+0.00382472006755376i,99.6412055417381+0.00382473271464373i,-0.00595759920904015+1.2647089976843e-08i,,18.4999998266318,,9444,9629
planning,0.2,26487.3854649288,26492.3805881016,4.99512317276822,99.6412055417381+0.00382473271464373i,99.6411389440683+0.00382473285612418i,-6.65976698712711e-05+1.41480452353626e-10i,,,0.101011805991535,9629,9631
traveling,5.9,26492.3805881016,26647.4201575067,155.039569405075,99.6411389440683+0.00382473285612418i,99.6390706606308+0.00382473725541376i,-0.00206828343742416+4.39928957499114e-09i,6.07209845397673,,,9631,9690
planning,0.1,26647.4201575067,26649.9811838093,2.5610263026465,99.6390706606308+0.00382473725541376i,99.6390365060935+0.00382473732801948i,-3.41545373601093e-05+7.26057152768134e-11i,,,0.00558112226984153,9690,9691
dwelling,18.9,26649.9811838093,27073.8097746129,423.828590803565,99.6390365060935+0.00382473732801948i,99.6333919534498+0.00382474929548714i,-0.00564455264370167+1.19674676657237e-08i,,18.8412862657331,,9691,9880
planning,0.6,27073.8097746129,27089.7852259096,15.9754512966938,99.6333919534498+0.00382474929548714i,99.6331788040461+0.00382474974912692i,-0.00021314940370587+4.53639782856119e-10i,,,0.523520435518561,9880,9886
traveling,7.59999999999999,27089.7852259096,27337.1237106669,247.338484757271,99.6331788040461+0.00382474974912692i,99.6298694259586+0.00382475683331903i,-0.00330937808745091+7.08419210836489e-09i,7.62753879261035,,,9886,9962
planning,0.2,27337.1237106669,27342.4663183207,5.34260765384533,99.6298694259586+0.00382475683331903i,99.6297981405052+0.00382475698506791i,-7.12854534441476e-05+1.51748876051766e-10i,,,0.12602500389977,9962,9964
dwelling,0,27342.4663183207,,,99.6297981405052+0.00382475698506791i,,,,18.766664886861,,9964,
