optimal,current_idx,goal_idx_1,goal_idx_2,goal_idx_3,J_opt_1,J_opt_2,J_opt_3,opt_values_1,opt_values_2,opt_values_3,J_uncertainty_1,J_uncertainty_2,J_uncertainty_3,E_bar_1,E_bar_2,E_bar_3
dwell,1,2,3,4,136.773482932012,142.987748492552,135.373153789207,6.71111110427664,6.71111111049861,6.71111111107507,110.051309926968,115.521847869748,110.031596554294,26.7221730050445,27.4659006228036,25.3415572349131
travel,1,2,3,4,135.655312361707,143.716760591537,131.582932914965,7.39549455314815,7.44271238954954,4.78771560236732,108.856879050082,116.083476321924,105.775079582989,26.7984333116247,27.6332842696121,25.8078533319754
dwell,4,1,2,3,142.152999519231,124.669302867936,134.371950314393,5.67586205778329,5.67586205954863,5.67586205333944,115.799550885673,98.7368100568677,106.737360552528,26.3534486335577,25.932492811068,27.6345897618642
travel,4,1,2,3,140.71799140615,121.403783722624,134.396406724532,4.88369064885667,5.72271939578879,7.29491004695914,113.454426785026,95.5648399544489,107.140299981113,27.2635646211239,25.8389437681753,27.2561067434182
dwell,2,1,3,4,132.67373520466,121.896024305408,132.783224213748,7.90588235283656,7.90588235296371,7.90588235256566,105.605965452546,96.0595244504145,106.766338036645,27.0677697521134,25.8364998549935,26.0168861771025
travel,2,1,3,4,133.233845127138,119.208749081564,131.367228961166,7.39284962578491,5.93341927629402,5.93825915743493,105.483058689686,92.960929739693,104.219728376104,27.7507864374525,26.2478193418709,27.1475005850616
dwell,3,1,2,4,124.342876749052,127.927763753715,124.012992528552,6.85555555529044,6.85555555344558,6.85555555543196,97.1301044855105,101.704310493023,97.0665727602043,27.212772263542,26.2234532606926,26.946419768348
travel,3,1,2,4,126.42922773996,128.252757689361,125.338933262085,7.35930928503393,6.09440362571958,7.35727443974085,99.1578612546695,101.294777275329,98.2590976517482,27.2713664852903,26.9579804140318,27.0798356103366
dwell,4,1,2,3,129.926332602033,132.898213352683,146.019010835579,5.58850573212973,5.58850573279004,5.58850574683412,104.268058817094,106.736558209957,117.720820832333,25.6582737849383,26.1616551427262,28.2981900032458
travel,4,1,2,3,129.235130292546,132.67177826227,149.869805550309,4.74708243389683,5.85932718407366,7.43151783729026,103.575687435059,106.510060349678,121.640445741529,25.6594428574873,26.1617179125914,28.2293598087803
dwell,1,2,3,4,122.000090400915,136.740064179503,137.375834540959,6.66666666665715,6.66666665439261,6.66666664905357,95.5650956270617,109.217251620487,111.667345522646,26.4349947738529,27.5228125590162,25.7084890183131
travel,1,2,3,4,122.331785475098,139.521726073406,137.239328010532,7.37156722414814,7.34673777393118,4.88369065608636,96.0947317134716,111.792606905494,110.52771885034,26.2370537616264,27.7291191679119,26.7116091601916
dwell,2,1,3,4,138.50884752683,128.797664552854,129.335431495579,8.77058823564899,8.77058823052475,8.77058821106253,111.572810560109,103.049247956285,103.797998664883,26.9360369667205,25.748416596569,25.5374328306964
travel,2,1,3,4,136.145615833652,122.71081824369,122.927075903701,7.43151783684197,5.97208782651761,5.89959060451596,108.023492101209,96.1693192819264,96.5066176696799,28.122123732443,26.5414989617636,26.4204582340209
dwell,3,1,2,4,132.609287394785,133.706932053997,122.01952283964,5.69999997607075,5.69999999173709,5.69999999898423,104.724082299987,107.045070178751,94.9679638429284,27.885205094798,26.6618618752456,27.0515589967117
travel,3,1,2,4,135.089694110174,134.193732505201,123.145947784548,7.35930961782951,6.09440318288915,7.35727443825181,107.450486460239,107.119923897107,96.5901942335631,27.6392076499352,27.0738086080941,26.5557535509851
dwell,4,1,2,3,127.246641235647,127.017553994894,138.911040024273,7.51609195351142,7.51609194487983,7.51609195326439,101.951189847381,101.373937496867,111.491762974118,25.2954513882655,25.6436164980273,27.4192770501557
travel,4,1,2,3,124.185236756879,124.655165127256,141.151914562181,4.74708243449844,5.85932755696774,7.43151783708108,98.2935233083364,98.4717341362011,112.971794013201,25.8917134485423,26.1834309910552,28.18012054898
dwell,1,2,3,4,120.319790222861,134.605861212573,135.529052368153,5.7666666649968,5.76666666670504,5.76666665297995,93.585958686773,106.710598726695,109.533700114877,26.7338315360875,27.8952624858777,25.995352253276
travel,1,2,3,4,118.687380775354,134.960676407763,133.177846423971,7.37156722716045,7.34673777419775,4.88369022903546,92.3950033625936,107.227447703821,106.403381622146,26.2923774127605,27.7332287039419,26.7744648018256
dwell,2,1,3,4,137.961605760296,127.981260644031,128.88393357099,8.61176468607473,8.61176470432703,8.61176470588007,110.968562630994,102.201902104118,103.23965029451,26.9930431293021,25.7793585399128,25.6442832764804
travel,2,1,3,4,137.766354169648,124.069065760406,124.627075903701,7.4315178368038,5.97208782644631,5.89959060451562,109.653782783019,97.5554160764784,98.2066178490922,28.1125713866292,26.5136496839276,26.4204580546087
dwell,3,1,2,4,135.395571855482,136.242344349802,124.828441216735,5.84444444455802,5.84444444027921,5.84444444341044,107.592925452107,109.66445902003,97.775696023847,27.8026464033753,26.5778853297711,27.0527451928879
travel,3,1,2,4,138.742018891312,137.479036436842,126.780776573075,7.35930961543013,6.09440363084285,7.35727443818637,111.142162981703,110.483109395806,100.251807848853,27.5998559096096,26.9959270410358,26.5289687242217
dwell,4,1,2,3,132.421116663711,131.70944641269,144.300817499111,7.71034482691541,7.71034479214622,7.71034482420106,107.183406167576,106.105688600608,116.975850724189,25.2377104961342,25.6037578120824,27.3249667749223
travel,4,1,2,3,128.108812436178,128.114745611632,145.363920852216,4.74708243438112,5.8593275511762,7.43151783693949,102.259720369692,102.004057167181,117.217774840827,25.8490920664861,26.1106884444508,28.146146011389
dwell,1,2,3,4,121.607469832924,136.542586268151,137.826882767949,5.8888888734045,5.88888888873913,5.88888888891965,94.9456140582784,108.713338813588,111.860462428234,26.661855774646,27.8292474545625,25.9664203397156
travel,1,2,3,4,121.802794308256,138.860364668114,137.427846423973,7.37156722358074,7.34673777185146,4.88369022903787,95.5759238586354,111.16389052871,110.653381401401,26.2268704496211,27.696474139404,26.7744650225716
dwell,2,1,3,4,138.031933495698,127.971747823943,129.208913637138,8.8235294114249,8.82352937834658,8.82352939196388,111.106099597418,102.244310145727,103.669129957318,26.9258338982805,25.7274376782155,25.5397836798201
travel,2,1,3,4,138.397126708478,124.551455164443,125.491667765412,7.43151783676604,5.97208812686869,5.8995906045605,110.29407498054,98.0561504887602,99.0587086522818,28.1030517279383,26.495304675683,26.4329591131302
dwell,3,1,2,4,133.763641523509,134.66131151169,123.49628448925,5.85555555175072,5.85555555536035,5.85555555549455,105.959514985513,108.07834172625,96.4962993077806,27.8041265379954,26.5829697854403,26.9999851814697
travel,3,1,2,4,133.979694110168,132.957747175741,122.390773080703,7.35930961782484,6.09440364008944,7.35727443831031,106.340486328017,105.897107010352,95.8112741211643,27.6392077821504,27.0606401653888,26.5794989595387
dwell,4,1,2,3,128.094475066053,127.694649819533,139.942662127889,7.47126435615386,7.4712643547244,7.47126435772928,102.793013306215,102.050226553182,112.464478272205,25.3014617598378,25.644423266351,27.478183855684
travel,4,1,2,3,122.71084914427,123.105165127237,139.880343527185,4.74708243451462,5.85932755694919,7.43151783722581,96.8133654651706,96.9217339047121,111.665844051455,25.8974836790999,26.1834312225246,28.2144994757304
dwell,1,2,3,4,115.500190804963,129.829201217204,130.805993520525,5.6444444198963,5.64444444141472,5.64444443713744,88.7012582642912,101.835548386374,104.727784666734,26.798932540672,27.9936528308299,26.0782088537912
travel,1,2,3,4,115.395984152605,131.796698496348,130.116907644262,7.3715672285816,7.34673777797816,4.88369022969041,89.0788539987165,104.005246667699,103.264486480648,26.3171301538886,27.791451828649,26.8524211636144
dwell,2,1,3,4,133.548861543252,124.098114973375,125.126592841319,8.43529410542331,8.43529411704788,8.43529408902668,106.492084803225,98.257190865365,99.4522430986875,27.0567767400266,25.8409241080098,25.6743497426316
travel,2,1,3,4,131.774242513832,118.713254378168,119.481037018731,7.43151783692023,5.97208782663137,5.89959060484678,103.632916744931,92.1276263235821,92.9712946091695,28.1413257689018,26.5856280545861,26.5097424095616
dwell,3,1,2,4,128.101875092473,129.137034507345,118.421944594846,5.52222220805179,5.52222221845426,5.52222220535173,100.115139548117,102.351168969036,91.2480162152032,27.9867355443562,26.7858655383088,27.1739283796428
travel,3,1,2,4,129.326873814712,128.445340932642,118.376987682244,7.35930962053174,6.09440318323431,7.35727443849631,101.643665541762,101.324835475747,91.7244757826679,27.6832082729509,27.1205054568949,26.6525118995761
dwell,4,1,2,3,123.451552003703,123.358487491452,135.028419124415,7.11264367812547,7.11264366266789,7.11264367363089,98.0514839134031,97.5978374306328,107.431519792232,25.4000680902996,25.7606500608196,27.596899332183
travel,4,1,2,3,121.114976084269,121.662771504009,137.830343527186,4.74708243461302,5.85932755997044,7.43151783722632,95.1824298761771,95.4350923163481,109.615844036532,25.9325462080924,26.2276791876608,28.2144994906533
dwell,1,2,3,4,114.61012049903,128.36213194272,129.125035394706,5.5111110960172,5.51111110337994,5.51111111107712,87.7378171265746,100.301562076153,103.00925310593,26.8723033724557,28.060569866567,26.1157822887765
travel,1,2,3,4,113.564196123078,129.282954743935,127.392696841493,7.37156687862751,7.34673777909181,4.88369022963388,87.1965219898372,101.47462813175,100.546880484652,26.3676741332405,27.8083266121854,26.8458163568412
dwell,2,1,3,4,130.887138077341,121.410714942457,122.354701952137,8.13529410448064,8.13529411770904,8.13529411083725,103.708226231994,95.4844978040839,96.6359194092699,27.1789118453471,25.9262171383728,25.7187825428669
travel,2,1,3,4,130.462174720874,117.427964291718,118.046243523466,7.43151783706055,5.9720878267032,5.89959060489744,102.28693269904,90.81666709855,91.5234005087088,28.1752420218342,26.6112971931682,26.522843014757
