optimal,current_idx,goal_idx_1,goal_idx_2,goal_idx_3,J_opt_1,J_opt_2,J_opt_3,opt_values_1,opt_values_2,opt_values_3,J_uncertainty_1,J_uncertainty_2,J_uncertainty_3,E_bar_1,E_bar_2,E_bar_3
dwell,3,1,2,4,267.490824530794,261.159995378842,275.40448817571,7.56666666407592,7.5666666616168,7.56666665372494,113.788501227089,111.859667963565,122.1619677888,25.6170538839509,24.8833879025461,25.5404200644851
travel,3,1,2,4,270.979128396763,262.653922371587,280.943309971123,7.43355702890741,6.50902858062452,9.99446768755234,113.406349173435,109.461376029366,124.539699689761,26.2621298705547,25.5320910570368,26.0672683802269
dwell,2,1,3,4,264.192716479162,278.642718542788,266.511617156633,6.44117646542865,6.44117646938061,6.44117646758337,110.193898709402,126.003645632383,116.027589789276,25.6664696282933,25.4398454850675,25.0806712278928
travel,2,1,3,4,265.455465048243,283.472001519705,267.87039746324,7.30920253666617,8.81647466734821,6.51191189638467,109.219748464113,128.18981762868,114.05675322223,26.039286097355,25.8803639818375,25.6356073735018
dwell,1,2,3,4,277.526936353683,279.417264805015,258.463180436174,7.7888888885324,7.78888887386112,7.78888888792012,125.427868029159,125.363408693394,111.504799937678,25.349844720754,25.6756426852702,24.4930634164159
travel,1,2,3,4,279.393503684826,281.957686247849,254.389462749943,9.9985249894972,8.59178476459691,4.82374047936248,124.056193420303,123.880517166628,104.291485820844,25.8895517107537,26.3461948468702,25.0163294881831
dwell,4,1,2,3,264.915015294798,252.846276987538,261.302409680943,7.8149425287993,7.81494252670224,7.81494252810515,115.925753919616,104.034280113348,107.702839967233,24.8315435625303,24.8019994790316,25.5999282856183
travel,4,1,2,3,268.527819598544,252.676315611595,263.732846954632,7.39661889445203,6.13255524348926,7.2949126892805,115.912048725832,99.7534047682323,105.849520645524,25.4359618121186,25.487151807227,26.3138877181847
dwell,2,1,3,4,269.81631941726,253.666964670795,266.750933865766,6.74117647054337,6.74117647060122,6.74117646658316,115.087621214882,102.558511241536,115.864486966002,25.788116367063,25.1847422382098,25.1477411499608
travel,2,1,3,4,273.110192984346,252.764805205552,269.232260847129,8.80154580918292,5.93342061967038,8.56216135371468,115.13626537019,98.9162239227893,115.563000649788,26.3289879356927,25.6414302137938,25.6115433662235
dwell,3,1,2,4,261.306612746012,261.713150480297,260.690618906053,7.37777777305301,7.37777777745551,7.37777776703279,107.360875311836,111.719396452302,107.8805134962,25.6576229056961,24.9989590046658,25.4683509016423
travel,3,1,2,4,263.563894798198,263.963688126794,262.736375430295,7.35935345964331,8.75465772960771,8.23395112167167,105.445905848901,110.92544475214,106.224823863051,26.3529981582161,25.5063738957758,26.0852585945407
dwell,4,1,2,3,261.017585613955,266.050117425219,286.517484538753,5.76781609069412,5.7678160862727,5.76781609182264,111.985685215567,116.06067554213,130.740890670381,24.838650066398,24.998240313848,25.9627656447286
travel,4,1,2,3,262.171242767979,268.442204325194,293.773543772257,4.74708347805707,6.17900994401728,10.091904735255,111.141791027848,115.522994706107,135.877012340619,25.1715752900217,25.4865349365145,26.3160885719396
dwell,1,2,3,4,255.353039688175,274.322066253401,268.515129774506,7.14444441995512,7.14444444475536,7.14444444107159,103.922621302302,119.694576186246,120.022789412879,25.2384030643123,25.7712483445258,24.7487233936046
travel,1,2,3,4,255.230100355721,278.814409872211,271.251793006412,7.37156889058967,8.7973131601089,7.36050523310272,101.019264678046,120.750746841398,119.757538890192,25.7018059462792,26.3439438384689,25.2490423527034
dwell,2,1,3,4,271.557201745388,257.6434867888,257.005392945825,9.07058823531484,9.07058823144203,9.07058822295149,117.951341538588,106.283097377527,108.074826241977,25.6009767011334,25.2267315685456,24.821761117308
travel,2,1,3,4,273.91851003036,254.520583615825,254.180206538928,9.95910384996996,5.97209577058506,6.45837276128432,116.014593059713,99.388800768006,100.362345400831,26.3173194951078,25.8552971413031,25.6363101896829
